"text","cmp_code"
"De economische crisis vraagt om offers van iedereen.","606"
"Nederland is een prachtig land.","601"
"Omdat zo te houden, hebben wij iedereen nodig.","606"
"Wij kiezen voor een herstel waarbij werk, gezin en samenleving centraal staan.","606"
"Wij kiezen voor een herstel met hervormingen en investeringen.","411"
"Samen kunnen we meer.","606"
"Nu en straks.","606"
"Het CDA kijkt verder dan de crisis.","305"
"Wij kiezen voor meer werk.","701"
"Iedereen doet mee.","701"
"Samen kunnen we ervoor zorgen dat Nederland weer groeit.","410"
"Solide: zicht op een structureel begrotingsevenwicht in 2017.","414"
"Aflossen van de staatsschuld komt daarna in beeld: dat betekent minder rentekosten en is eerlijk voor onze kinderen.","414"
"Activerend: iedereen aan de slag die kan, meer banen voor jongeren, ook voor 55-plussers","701"
"Samen: Werken aan goede arbeidsverhoudingen,","701"
"solidariteit tussen jong en oud, tussen wat werkt en wie niet meer kan werken.","503"
"Sociaal: lasten worden eerlijk verdeeld, iedereen doet mee aan loonmatiging.","503"
"Om het herstel een handje te helpen is een combinatie van investeringen, hervormingen en lastenverlichtingen nodig:","410"
"Extra lastenverlichting voor ondernemers","402"
"Starters en MKB-bedrijven krijgen voorrang bij het innovatiebeleid","402"
"Minder regels en minder rompslomp voor ondernemers","401"
"Versterking van de ‘topsectoren’ gaat onverminderd door","402"
"Stap voor stap naar een ‘groene economie’: groene investeringsmaatschappij, extra investeren in Green Deals, duurzame energie, energiezuinige woningen en gebouwen.","416"
"Pensioenfondsen zullen meer in Nederland moeten gaan investeren","408"
"Het gezin is de plaats waar mensen ‘thuis’ zijn.","603"
"Waar kinderen veilig kunnen opgroeien.","603"
"Waar mensen verantwoordelijkheid voor elkaar dragen en voor elkaar zorgen.","603"
"Waar grenzen worden gesteld als dat nodig is.","603"
"Die thuisbasis – in welke samenstelling dan ook – is onbetaalbaar en onvervangbaar.","603"
"Gezinnen met modale en middeninkomens zullen minder belasting gaan betalen.","603"
"We ondersteunen gezinnen in de extra kosten van kinderen","504"
"Vaste kinderbijslag voor iedereen","504"
"Inkomensafhankelijk kindgebonden budget.","503"
"Terugkeer van de Zilvervloot voor later","504"
"Ouders krijgen meer zeggenschap over hun werktijden (flexibeler)","504"
"Het kraamverlof voor vaders breiden wij uit van 2 naar 5 dagen","504"
"Moeders van een meerling krijgen langer bevallingsverlof","504"
"Kinderopvang moet beter dan nu het geval is, aansluiten bij de school en thuissituatie","504"
"Basisschool krijgt ruimte om zelf buitenschoolse opvang aan te gaan bieden, zodat het combineren van arbeid en zorg voor ouders makkelijker wordt gemaakt","504"
"Ouders hebben een vrije schoolkeuze: zodat school aansluit bij thuis","607"
"Coffeeshops in de buurt van scholen moeten worden gesloten","603"
"De leeftijdsgrens voor het kopen en bezitten van alcohol moet worden verhoogd van 16 tot 18 jaar","603"
"De voorlichting tegen de gevaren van drugs en alcohol moet indringender worden","603"
"Mensen zijn als geen ander in staat om zelf problemen aan te pakken.","606"
"Dat doen we elke dag.","606"
"Thuis, in de wijk, op straat of in verenigingen.","606"
"Dat vraag om een overheid die burgers vertrouwt.","201"
"Die burgers de ruimte laat om zelf keuzes te maken als het gaat om hun leven, hun werk en omgeving.","201"
"Ruim baan voor burgerinitiatieven, vrijwilligerswerk en maatschappelijke organisaties","606"
"Meer ruimte voor een actieve inbreng van burgers bij het verbeteren van buurt, onderwijs en zorg","606"
"Nieuwe maatschappelijke impulsen voor ontwikkelingssamenwerking en solidariteit met de allerarmsten in de wereld","606"
"Uitbreiding van de Geefwet als ‘beloning’ voor particulier initiatief","606"
"Sneller, slimmer en minder duur werken bij de overheid, in de zorg en in het onderwijs","303"
"Grote scholen en woningbouwcorporaties kunnen fusies ongedaan maken","301"
"Daadwerkelijke afschaffing van regels en andere administratieve lasten","303"
"Wegsnijden van (interne) managementlagen","303"
"Verkleining van het Nederlandse overheidsapparaat,","303"
"vermindering van de Europese bureaucratie","110"
"Hard optreden tegen vandalisme en overlast","605"
"Verhoging van de alcoholleeftijd naar 18 jaar","603"
"Aanpak van straatvervuiling/graffiti","605"
"Ouders betalen voor de schade van hun kinderen","605"
"Voorbeeldgedrag moet beloond worden,","603"
"waarden en normen worden door iedereen hoog gehouden","603"
"Met elkaar komen wij sterker uit de crisis.","408"
"Dat is niet alleen bezuinigen.","402"
"Daarbij hoort het hele verhaal: investeren en hervormen.","410"
"Er komt ruimte voor burgers en bedrijven, investeringen in onderwijs en innovatie, minder (overheids)bureaucratie en hervormingen in de gezondheidszorg, voor de arbeidsmarkt en de woningmarkt.","410"
"Hervormingen vragen een brede gezamenlijke aanpak; nationale akkoorden zijn er een belangrijk onderdeel van.","408"
"Er komt een Nationaal akkoord onderwijs","506"
"Voor meer kwaliteit van het onderwijs, investeren in leerkrachten en minder bureaucratie van binnen en buiten de school","506"
"Meer uren in en voor de klas","506"
"Terugbrengen van het zittenblijven","506"
"en beter beroepsonderwijs","506"
"Meer ruimte voor starters","402"
"en MKB-bedrijven in het innovatiebeleid","411"
"Structureel meer middelen voor fundamenteel onderzoek","506"
"De basisbeurs voor bachelor- en masterstudenten blijft gehandhaafd","506"
"Om te kunnen studeren hoef je niet eerst schulden te maken","506"
"Solidariteit in de gezondheidszorg – tussen gezond en ziek, oud en jong, rijk en arm","503"
"behoud van een brede volksverzekering voor iedereen die langdurig afhankelijk van zorg is (AWBZ)","504"
"Er moet meer aandacht komen voor gezondheidspreventie en gezond leven.","504"
"Dat is een verantwoordelijkheid van mensen zelf, maar ook van de overheid, zorgaanbieders en de samenleving.","504"
"Er komt een nationaal actieprogramma waar iedereen aan mee kan doen.","504"
"Dit vraagt een nationaal debat over de betaalbaarheid van en het behoud van de zorg.","505"
"In de tussentijd zullen maatregelen noodzakelijk zijn om de kostenstijgingen in de zorg te beteugelen door middel van stelsel van maatregelen gericht op minder bureaucratie, aanpak van de topinkomens en een reëel eigen risico/eigen bijdrage.","505"
"De huisarts krijgt een steviger positie en kan ook zorgtaken overnemen van het ziekenhuis.","504"
"Dat is bespaart kosten","303"
"en is vaak ook prettiger voor de patiënt.","705"
"Huisartsbezoek komt niet onder het eigen risico.","504"
"Er moet meer ruimte komen voor wijkverpleging.","504"
"Woningcorporaties krijgen meer armslag om te investeren in huurwoningen en kunnen daarmee doorstroming op de huurmarkt vergroten","504"
"Aflossen wordt bevorderd en bezitsvorming gestimuleerd","408"
"Wie versneld de hypotheekschuld aflost krijgt een bonus","408"
"Handhaven van de hypotheekrenteaftrek: iedereen trekt af tegen een gelijk tarief","408"
"Huurlasten worden eerlijker verdeeld","503"
"Invoeren van bouwsparen voor de eigen woning","408"
"Betere werking van de arbeidsmarkt door onder meer: WW-duurverkorting),","505"
"Werken naar vermogen","705"
"en een meer activerende bijstand (werk telt!)","701"
"Flex is te flex en vast is te vast; werkzekerheid boven baanzekerheid.","701"
"AOW sneller omhoog","505"
"en stimuleren langer doorwerken","706"
"Onbelaste reiskostenvergoeding handhaven tot het niveau van 13 cent per kilometer OV","701"
"Er is een sociaal akkoord met werkgevers en vakbonden nodig om meer stage- en arbeidsplaatsen te verkrijgen voor mensen met een beperking.","705"
"De overheid geeft als werkgever het goede voorbeeld.","705"
"“De grote pluriformiteit van onze samenleving roept de vraag op wat Nederlanders nog bindt.","601"
"Deze vraag zal de komende jaren extra actueel worden door de grote veranderingen die op onze samenleving afkomen: mondialisering, informatietechnologische revolutie en wereldwijde migratiebewegingen.","601"
"Wat hebben we gemeen en wat maakt ons tot een samenleving?","601"
"En hoe kunnen nieuwkomers en achterblijvers daarbinnen hun plaats veroveren?","601"
"Het CDA vindt dat een samenleving, ook een pluriforme, wordt gebouwd op gedeelde waarden.","601"
"Niet om anderen buiten te sluiten, maar om mensen met elkaar te verbinden.","606"
"Om duidelijk te maken wat we van elkaar mogen verwachten.","601"
"Maar het vergt een maatschappelijk debat om deze waarden helder te krijgen.”","601"
"Wij kiezen voor een land waarin we samenleven en samenwerken,","606"
"een land waarin respect en fatsoen de toon zetten.","603"
"Wij maken ruimte voor de samenleving, dat mozaïek van maatschappelijke initiatieven, particuliere organisaties, gemeenschapszin en burgerschap","606"
"Wij zijn een familie- en gezinspartij.","603"
"Het gezin is voor ons de plaats waar mensen “thuis” zijn, de plaats waar mensen opgroeien, gevormd worden, groeien tot wie ze later zijn, de plaats waar mensen tot hun recht kunnen komen.","603"
"Wij respecteren de eigen identiteit van mensen binnen het geheel dat ons land vormt.","607"
"Wij willen dat iedereen meedoet, oude en nieuwe Nederlanders.","606"
"Wij zijn strikt als het gaat om de immigratie van mensen voor wie het zicht op succesvolle participatie ver weg is,","608"
"open voor echte vluchtelingen","201"
"en uitnodigend voor talent, voor studie of werk.","607"
"Wij geloven in de kracht van religie, als kompas, als inspiratie, als stut en steun, als bindmiddel.","603"
"Wij hechten aan onze democratische rechtsstaat.","202"
"Wij zijn trots op ons koningshuis.","601"
"Het CDA gelooft in de kracht van Nederland, zoals gevormd door het brede spectrum van maatschappelijke organisaties, verenigingen en andere vormen van particulier initiatief.","606"
"We hebben vertrouwen in verenigingen, sportclubs, kerken, moskeeën, synagogen, tempels, scholen, bedrijven en al die andere verbanden en organisaties die gezamenlijk een unieke bijdrage leveren aan het samenleven.","606"
"Zo krijgt ‘gezamenlijke verantwoordelijkheid’ vorm in de praktijk van alledag.","606"
"Nederland is van iedereen die zich voor Nederland inzet.","606"
"Iedereen doet naar vermogen voluit mee.","606"
"Daarom hechten we aan het eerste artikel van de Grondwet, een grondrecht dat iedereen ‘insluit’.","503"
"In dat verlengde ligt actief optreden tegen discriminatie op grond van godsdienst, levensovertuiging, politieke gezindheid, ras, geslacht, seksuele gerichtheid of op welke andere grond dan ook.","503"
"Vrijheid van meningsuiting is een groot goed.","201"
"In een democratie moeten ook minderheden eigen of afwijkende ideeën, opinies en opvattingen kunnen ventileren.","201"
"Maar het is geen vrijbrief om te beledigen, respectloos te zijn of de samenleving te ondermijnen.","603"
"De grenzen worden bepaald door de wet en algemene fatsoenregels.","603"
"Geweld dat voortvloeit uit een culturele of religieuze achtergrond, zoals eergerelateerd geweld, vrouwenbesnijdenis of geweld tegen homo’s en lesbiennes moet worden aangepakt en er moet goede opvang zijn voor slachtoffers.","605"
"Extremisme wordt met kracht bestreden.","605"
"Nederland is een moderne democratie met een moderne monarchie, een Oranjemonarchie waar we trots op zijn.","601"
"De huidige staatsrechtelijke verhoudingen worden gehandhaafd.","601"
"Nationale feestdagen als Koninginnedag en de viering van 4 en 5 mei zijn, als symbolen van nationale saamhorigheid, van bijzondere betekenis.","601"
"Andere nationale symbolen, zoals vlag en volkslied, verdienen aandacht en respect; met name op school.","601"
"De Friese taal is – evenals het Nederlands – een Europees erkende taal en beide verdienen erkenning in de Nederlandse grondwet.","607"
"Talen en dialecten geven de inwoners handen en voeten in de taal van hun hart.","607"
"Wij moedigen die ontwikkeling aan.","607"
"De overheid biedt ruimte aan de ontplooiing van die talen en dialecten.","607"
"Overheden zullen meer ruimte bieden aan een actieve inbreng van burgers bij het ontwerpen, uitzetten en uitvoeren van beleid (burgerparticipatie).","606"
"Uitdrukkelijk zullen burgers meer worden uitgenodigd om mee te denken.","606"
"Lokale en regionale burgerinitiatieven verdienen meer ruimte.","606"
"Terugdringing van bureaucratie – niet alleen bij de overheid, ook binnen onderwijs, zorg en politie – is onderdeel van de aanpak om burgers meer zeggenschap te bieden.","606"
"Vrijwilligers en mantelzorgers verdienen waardering en aandacht.","606"
"Om het particulier initiatief te bevorderen, bepleiten we modernisering van de Geefwet; gekeken wordt naar (nieuwe) fiscale maatregelen op het gebied van geven, beleggen en investeren.","606"
"Vooral bij amateursport, amateurkunst (waaronder muziek), dorpshuizen en andere sociaal belang behartigende instellingen streven wij naar dezelfde fiscale voordelen, die nu zijn voorbehouden aan algemeen nut beogende instellingen, zoals de gesubsidieerde kunstinstellingen.","606"
"De vrijheid van godsdienst en levensovertuiging is een wezenskenmerk van de Nederlandse samenleving.","201"
"Wij hechten aan de scheiding tussen kerk en staat.","201"
"Binnen de publieke ruimte is er ruimte om blijk te geven van persoonlijk geloof.","607"
"De grens ligt daar waar de kernwaarden van rechtsstaat en democratie worden aangetast.","201"
"Als christendemocratische partij, staande in de christelijk-sociale traditie, erkent het CDA het grote belang van religie, ook in het publieke domein.","603"
"De interreligieuze dialoog tussen mensen is van belang om in Nederland vreedzaam naast elkaar te kunnen leven.","607"
"Het zijn de gemeenschappen die er werk van moeten maken.","607"
"Ritueel slachten gebeurt met zorg voor dierenwelzijn.","607"
"Het CDA is een familie- en gezinspartij.","603"
"Ieder mens telt: alleen of samen!","201"
"Lastenverlichting voor gezinnen, met name daar waar jonge kinderen opgroeien, verdient hoge prioriteit.","603"
"Inkomensmaatregelen willen we steeds toetsen op de gevolgen voor familie en gezin.","603"
"Familie- en gezinsbeleid is meer dan inkomensbeleid.","603"
"Het gaat ook om een veilige leef- en speelomgeving,","605"
"onderwijs dat aansluit bij de thuissituatie,","607"
"opvoedingsondersteuning,","603"
"ruimte voor meergeneratiewoningen.","603"
"Gezinnen met kinderen bevinden zich in het spitsuur van het leven.","603"
"Zij moeten werk en carrière combineren met de zorg voor kinderen en mantelzorg voor dierbaren in hun omgeving.","603"
"Wij willen hen daar in faciliteren en ondersteuning bieden.","603"
"Dit vraagt ook flexibele werktijden voor zowel mannen als vrouwen.","701"
"Via zowel de vaste kinderbijslag als het kindgebonden budget willen we gezinnen met kinderen zo goed mogelijk tegemoet komen.","504"
"Kinderopvang zal voor ouders beter aansluiten bij de situatie thuis en de situatie op school.","504"
"Dat vergt veelal kleinschalige, op maat gerichte initiatieven.","301"
"Procedures die dat belemmeren, moeten worden afgeschaft.","301"
"Het zwangerschaps- en bevallingsverlof zal worden uitgebreid.","504"
"Dat geldt ook voor het vaderschapsverlof.","504"
"We willen de regels voor buitenschoolse opvang versimpelen.","303"
"Het onderwijs zal zo zijn ingericht dat de school weer voluit de school van kinderen en ouders is.","301"
"Ouders betalen voor de schade die hun minderjarige kinderen aanrichten.","605"
"Er moet vroegtijdig kunnen worden ingegrepen als het bij de opvoeding in risicogezinnen misgaat.","504"
"Het netwerk rond het gezin speelt een belangrijke rol: de zorg voor de jeugd is niet alleen van professionals.","606"
"Kindermishandeling verdient een straffe aanpak.","605"
"Opvoedingsondersteuning kan het beste via de gemeenten worden georganiseerd.","301"
"Daarom wordt de decentralisatie van de jeugdzorg onverkort doorgezet.","301"
"Hulpverleners werken (nog) te vaak langs elkaar heen.","303"
"Dit is niet effectief en leidt tot hogere kosten zonder resultaat.","303"
"Wij willen dat er daarom wordt gewerkt met één gezinsondersteunend budget bij gezinnen met meerdere problemen.","303"
"De zorg voor jeugd zal laagdrempelig ingericht worden.","504"
"Daarom komt er geen eigen bijdrage in de ambulante jeugdzorg.","504"
"De maatschappelijke stage wordt stapsgewijs verdiept en uitgebreid om de integratie en de participatie onder jongeren te versterken.","606"
"Samen met (sport-) verenigingen, scholen en andere organisaties worden initiatieven ontwikkeld.","606"
"Sport is maatschappelijk goud dat verzilverd moet worden.","606"
"Zonder vrijwilligers is er geen sport.","606"
"Die inzet verdient aanmoediging.","606"
"Ook op school is sport en bewegen nodig in de strijd tegen het overgewicht bij kinderen.","504"
"Bedrijven, sportverenigingen, maatschappelijke organisaties en zorgverzekeraars en overheden slaan de handen ineen om sport en bewegen te stimuleren.","504"
"Bij een pluriforme samenleving hoort een pluriform omroepbestel, aantoonbaar verankerd in de samenleving waarin ledenomroepen voldoende armslag krijgen.","607"
"Regionale en lokale omroepen zijn van zo’n grote betekenis dat ze blijvend aandacht verdienen.","301"
"Regionale mediacentra worden gestimuleerd, ook om zo een sterke regionale pers te borgen.","301"
"Ook kunst en cultuur staan of vallen met pluriformiteit en identiteit.","607"
"Daarom willen we dat kunst- en cultuurinstellingen goed geworteld zijn in de samenleving, breder publiek aantrekken, nieuwe groepen aanspreken en meer eigen inkomsten genereren.","607"
"Wij staan voor een samenleving waarin mensen al op jonge leeftijd via educatie en participatie met cultuur in aanraking komen,","502"
"waarin naast topkwaliteit erkenning is voor amateurkunst en volkscultuur","502"
"en waar toptalent de ruimte krijgt.","201"
"Aandacht voor talentontwikkeling is nodig om het evenwicht in deze keten van voorzieningen te garanderen.","201"
"Het cultureel en religieus erfgoed zal breed toegankelijk moeten zijn.","502"
"Om het in goede staat te houden, verdient onderhoud en restauratie van monumenten aandacht.","502"
"Monumenten die leeg komen te staan, krijgen een nieuwe bestemming.","502"
"Cultuur en erfgoed dragen bij aan identiteit en innovatie.","502"
"Voor steden en regio’s leveren investeringen in cultuur een bijdrage aan een aantrekkelijk vestigingsklimaat, groei van toerisme en toegevoegde waarde voor de (creatieve) economie.","502"
"In de regio hebben instellingen een belangrijke waarde voor de culturele infrastructuur.","502"
"In het hele land verdienen kunst en cultuur een volwaardige plaats.","502"
"Het CDA wil cultureel ondernemerschap en kunstproductie in eigen land bevorderen door in te zetten op alternatieve bronnen van financiering.","502"
"Het CDA wil meer werk maken van inburgering.","608"
"Mensen die inburgeren zullen tenminste een startkwalificatie behalen.","506"
"Goede beheersing van het Nederlands is een minimum.","608"
"Ook zal de nadruk komen te liggen op de verantwoordelijkheden ten opzichte van de Nederlandse samenleving.","608"
"Van oudere immigranten, afkomstig uit de eerste generatie, mag worden gevraagd zichzelf zo veel mogelijk te redden in de winkel, op het schoolplein en bij de huisarts.","608"
"Inburgeringscursussen zijn nodig om ook ouderen meer bij de samenleving te betrekken.","608"
"Het behalen van het inburgeringsexamen is voorwaarde voor verkrijging van een verblijfsvergunning voor onbepaalde tijd.","608"
"Dat is inclusief een maximale inspanning om zich te kwalificeren voor de arbeidsmarkt.","608"
"Wie aan de kant blijft staan komt niet in aanmerking voor een verblijfsvergunning voor onbepaalde tijd.","608"
"Wie afwijzend of negatief doet, krijgt een boete of wordt gekort op zijn uitkering.","608"
"Als handelsnatie moet Nederland het hebben van mensen die in meer dan één wereld thuis zijn.","607"
"Bij de vormgeving van dubbele nationaliteit wordt met dit uitgangspunt rekening gehouden.","607"
"De asielprocedures zullen beter, korter, duidelijker en efficiënter worden.","303"
"Om te voorkomen dat mensen zonder toekomstperspectief langdurig in Nederland verblijven, zullen de procedures zo worden ingericht dat de IND binnen zes maanden duidelijkheid verschaft.","303"
"De (taal)eisen voor (huwelijks)migranten worden aangescherpt.","608"
"De procedures voor asielmigratie en reguliere migratie blijven strikt gescheiden.","303"
"Bij het toelaten van arbeidsmigranten zijn de behoeften van de Nederlandse arbeidsmarkt leidend.","411"
"Kenniswerkers en studenten worden sneller toegelaten.","411"
"In zijn uiteindelijke beslissing over een asielverzoek laat de verantwoordelijke bewindspersoon in schrijnende gevallen meewegen of een asielzoeker een positieve rol in zijn gemeenschap speelt en er geworteld is geraakt (discretionaire bevoegdheid).","705"
"Wij hebben oog voor belangen van (asiel)kinderen die in Nederland geworteld zijn als gevolg van de oude procedures.","705"
"De verantwoordelijk bewindspersoon moet eigenstandig per geval een beslissing kunnen nemen (op basis van zijn discretionaire bevoegdheid), met name om in individuele, schrijnende gevallen een impasse te doorbreken.","705"
"Dat het belang van het kind een belangrijke rol speelt, spreekt voor zich.","705"
"Uitgangspunt moet zijn dat het kind niet wordt gescheiden van de ouders.","705"
"Een harmonisatie van de regels voor toelating, een evenwichtige verdeling van migratie en een gemeenschappelijke aanpak van het terugkeerbeleid zijn binnen de Europese Unie onverminderd van belang.","108"
"Wij werken toe naar een gemeenschappelijk Europees asielbeleid, waarbij asielaanvragen en opvang in de regio van herkomst plaatsvinden en erkende asielzoekers zo nodig via hervestiging naar de EU-landen komen.","108"
"“We leven in een klein land met een enorm buitenland.","107"
"Meer dan ooit is de wereld een dorp geworden, ons dorp.","107"
"Nederland moet daarin voluit meedoen, om er zelf van te profiteren, maar ook om de wereld beter te maken.","107"
"Tegelijk slinkt onze invloed.","108"
"Om ondanks de mondiale machtsverschuivingen een sterke positie te kunnen behouden, zal de Europese Unie meer als eenheid, zuiniger en slagvaardiger dan nu moeten opereren.","108"
"Het CDA ziet de onmiskenbare verbondenheid tussen Nederland en Europa.","108"
"Ons land kan een voorname positie verwerven op het wereldtoneel door en met Europa.","108"
"Tegelijk moet Nederland blijven investeren in kleinschalige gemeenschappen en nabijheid, op het platteland maar zeker ook in de stad.","301"
"Juist in een grote wereld hebben mensen behoefte aan overzicht en menselijke maat waar mensen kunnen omzien naar elkaar.","301"
"Mondialisering en kleinschaligheid zijn geen tegenpolen.”","301"
"Wij werken aan versterking van de Nederlandse positie in de wereld.","107"
"En dat kan niet zonder Europa.","108"
"Wij willen een Europa dat de Nederlandse belangen verdedigt, waarborgt en versterkt.","108"
"Wij voeren in het buitenland een beleid waarvan de toepassing van het internationale recht de kern is,","605"
"vrijheid, vrede en veiligheid essentiële ingrediënten zijn","201"
"en de mensenrechten een centrale opdracht vormen.","201"
"Wij werken aan een nieuwe agenda voor internationale samenwerking, vanuit de gedachte van toenemende gedeelde belangen, wederzijdse verantwoordelijkheid en internationale solidariteit.","107"
