"content","cmp_code","eu_code"
"4. We verscherpen het toezicht op trustkantoren die nu werken voor brievenbusfirma’s.","412",NA
"We saneren de sector met strenge regels en door illegale praktijken harder aan te pakken.","412",NA
"Er komt een openbaar register waarin staat wie de eigenaar is van een brievenbusfirma en wie profiteert van constructies via brievenbusfirma’s en trustkantoren.","412",NA
"5. De buffers van de banken gaan fors omhoog zodat de risico’s die zij nemen niet op de belastingbetaler afgewenteld worden.","412",NA
"Risicovolle zakenbankactiviteiten en handel voor eigen rekening van banken worden gescheiden van de spaartegoeden voor consumenten en bedrijven.","412",NA
"De SNS Bank blijft in handen van de Nederlandse staat en krijgt als voorbeeldbank een maatschappelijke missie.","413",NA
"6. Door nieuwe financiele producten voor consumenten vooraf te laten toetsen door de toezichthouders op begrijpelijkheid en risico’s, worden producten als woekerpolissen onmogelijk gemaakt.","412",NA
"We werken met andere landen samen aan een heffing op finan¬ciele transacties die speculatieve handel tegengaat en markten stabiliseert.","107",NA
"7. Geldschepping moet de samenleving dienen.","412",NA
"Bij de standpuntbepaling over geld- schepping, na afsluiting van het onderzoek van de Wetenschappelijke Raad voor het Regeringsbeleid, zijn onze uitgangspunten een goede democratische controle op geld¬schepping, het voorkomen van financiele zeepbellen en het creeren van ruimte voor publieke bestedingen.","412",NA
"We stimuleren dat geld in de productieve economie terecht- komt en ontmoedigen speculatie.","412",NA
"8. In de Tweede Kamer komt een jaarlijks debat over de staat van het financiele systeem, waarbij de stabiliteit en de integrale samenhang met overheidsbeleid aan de orde komen.","416.2",NA
"We verminderen inkomensongelijkheid","503",NA
"9. We maken met vakbonden en werkgevers afspraken over stijging van lonen, eerlijke inkomensverhoudingen, gelijke beloning voor gelijk werk en het delen van economische vooruitgang.","405",NA
"Daarvoor wordt een nieuw sociaal akkoord gesloten.","405",NA
"De overheid geeft het voorbeeld door reele loonsverhoging te geven aan politieagenten, leerkrachten en werkenden in de zorg.","405",NA
"Werknemers krijgen meer zeggenschap.","405",NA
"Vermogensaanwasdeling dient te worden gestimuleerd, al dan niet fiscaal.","405",NA
"10. Via een hogere arbeidskorting en inkomensafhankelijke combinatiekorting worden de belastingen voor lage en middeninkomens fors verlaagd.","412",NA
"Voor de laagste inkomens, werkenden en niet-werkenden, die nauwelijks belasting betalen worden belastingkortingen uitbetaald als een negatieve inkomstenbelasting:","504",NA
"hun netto-inkomen stijgt.","504",NA
"Topinkomens worden zwaarder belast.","503",NA
"De mazen in de wet waardoor bankiers nog steeds hoge bonussen krijgen, worden gedicht.","503",NA
"11. Het toeslagen- en belastingstelsel wordt vereenvoudigd en meer gericht op het aanpakken van inkomensongelijkheid en armoede.","503",NA
"Gemeenten krijgen meer finan¬ciele ruimte om armoedebeleid te voeren, bijvoorbeeld door het uitbreiden van bijzon- dere bijstand.","301",NA
"12. Er komen kwijtscheldingsregelingen voor mensen met zeer problematische schulden.","504",NA
"De schuldenproblematiek onder jongeren wordt tegengegaan door fors te investeren in preventie.","504",NA
"13. We fiscaliseren de AOW en verhogen de inkomens van ouderen die een beperkt of helemaal geen aanvullend pensioen hebben.","504",NA
"We beperken de fiscale subsidiëring van pensioenen van de hoge inkomens.","503",NA
"Voor mensen die vanwege een gat in de AOW-opbouw onder het regime van bijstand terecht komen, moeten de vermogen- stoets en de kostendelersnorm niet van toepassing zijn.","504",NA
"14. In Caribisch Nederland zetten we sterk in op armoedebestrijding, om te beginnen met het vaststellen van een sociaal minimum dat voldoende is om van rond te komen.","504",NA
"We keren de toenemende vermogensongelijkheid","503",NA
"15. Het maken van schulden door bedrijven wordt niet langer fiscaal gestimuleerd.","414",NA
"Voor huizenbezitters wordt de fiscale subsidiëring beperkt door de hypotheekrenteaftrek versneld af te bouwen.","414",NA
"16. Er komt een Piketty-belasting:","503",NA
"een progressieve belasting op vermogen op basis van reëel rendement.","503",NA
"Wie veel vermogen heeft gaat meer betalen; mensen met enkel wat spaargeld betalen minder.","503",NA
"17. Directeur-grootaandeelhouders krijgen minder mogelijkheden om winsten lange tijd onbelast te laten; inkomen en vermogen in box 2 van het belastingstelsel worden zwaarder belast.","503",NA
"18. De erfbelasting is nu te veel gericht op traditionele gezinsverhoudingen.","503",NA
"De hoogte van het belastingtarief wordt minder afhankelijk van aan wie de erfenis wordt nagelaten:","503",NA
"je moet net zo makkelijk kunnen schenken aan een vriend als aan je echt- genoot.","503",NA
"De vrijstelling van erfbelasting voor woning aan de partner wordt uitgebreid.","503",NA
"Erfenissen van grote vermogens worden zwaarder belast.","503",NA
"3.KANSRIJK ONDERWIJS","H",NA
"Het onderwijs wordt gedomineerd door het economisme.","506",NA
"Vanaf jonge leeftijd worden kinderen opgeleid tot producten voor de arbeidsmarkt.","506",NA
"De vroege selectie begrenst de kansen van kinderen.","506",NA
"Afkomst bepaalt welke opleiding zij volgen.","503",NA
"Er gaat iets grondig fout als de talenten van jongeren worden verspild en zij hun dromen niet kunnen najagen.","506",NA
"Daar mogen wij als samenleving geen genoegen mee nemen.","506",NA
"Onderwijs moet ongelijk- heid verkleinen, niet vergroten.","506",NA
"GroenLinks wil kansrijk onderwijs met scholen waarin kinderen opgroeien tot zelfbewuste en nieuwsgierige volwassenen die vol zelfvertrouwen hun weg vinden in de moderne samenleving.","506",NA
"Ieder kind is anders en ontwikkelt zich anders.","506",NA
"Jonge mensen moeten op ieder schoolniveau, van vmbo tot vwo, van mbo tot universiteit, het beste uit zichzelf kunnen halen.","506",NA
"We willen inclusieve scholen waar leer- lingen hun eigen ontwikkeltempo kunnen volgen, waar ze leeftijdsgenoten met verschil- lende achtergronden ontmoeten en waar leerkrachten trots kunnen zijn op hun vak.","506",NA
"Laatbloeiers krijgen een tweede, derde, en als het nodig is, een vierde kans.","506",NA
"We pakken kansenongelijkheid aan","H",NA
"Onderwijs is de motor voor emancipatie.","503",NA
"Iedereen moet mee kunnen doen.","503",NA
"We nemen onnodige barrières tussen kinderen en kansen weg.","503",NA
"GroenLinks investeert daarom in het bestrijden van achterstanden en ongelijkheid.","503",NA
"We maken een einde aan de vroege selectie en de toetscultuur in het basisonderwijs.","506",NA
"Het schooladvies mag geen fuik zijn waarin jongeren vast komen te zitten; een schooladvies moet op de middelbare school gecorrigeerd kunnen worden.","506",NA
"Daarom krijgen scholen een brede brugklas.","506",NA
"Op deze moderne middenschool volgen leerlingen onderwijs in hun eigen tempo en kunnen zij doorstromen naar elk passend niveau.","506",NA
"Op het vmbo en mbo worden jongeren opgeleid tot onmisbare vakmensen die met trots hun beroep willen uitoefenen.","506",NA
"Zij hebben recht op goed onderwijs en de beste docenten.","506",NA
"In ons kansrijk onderwijs speelt de leerkracht een hoofdrol.","506",NA
"Zowel in het basisonderwijs als het voortgezet onderwijs krijgen zij betere opleidingen, meer ruimte om de lesstof zelf vorm te geven en meer tijd om lessen voor te bereiden.","506",NA
"GroenLinks wil dat ons onderwijs kinderen de kennis en vaardigheden geeft die aansluiten bij de 21e eeuw, zodat ze uitgroeien tot kritisch denkende wereldburgers die bewust omgaan met hun leefomgeving, kennismaken met kunst en kunnen omgaan met morele vraagstukken en diversiteit in opvattingen en culturen.","506",NA
"Deze uitgangspunten vormen de basis voor het onderwijs van de toekomst.","506",NA
"We geven elk kind een gelijke basis","H",NA
"Het huidige financieringssysteem voor de kinderopvang vergroot de kansenongelijkheid.","503",NA
"Dat moet beter.","503",NA
"GroenLinks wil een ontwikkelrecht voor elk kind.","503",NA
"Kinderopvang wordt weer een publieke voorziening en gratis toegankelijk voor alle jonge kinderen.","503",NA
"Dat is goed voor hun brede ontwikkeling en voorkomt achterstanden.","503",NA
"De basisschool en de buiten- schoolse opvang worden bij voorkeur georganiseerd in een brede school.","503",NA
"Op deze brede scholen krijgen kinderen niet alleen les, maar is ook ruimte voor spelen, sport, natuur en cultuur.","506",NA
"We stimuleren de samenwerking van de kinderopvang, peuterspeelzaal, voor- schoolse educatie en de brede school op een plek in kindcentra.","506",NA
"Ouders hoeven kinderen niet steeds van de ene naar de andere plek te brengen.","506",NA
"Keuzevrijheid voor ouders in het schooltype blijft gewaarborgd.","601.1",NA
"We staan voor waardenvol hoger onderwijs","H",NA
"Ook het hoger onderwijs wordt beheerst door het economisme.","506",NA
"Niet voor niets werd het Maagdenhuis door ontevreden studenten en docenten bezet.","506",NA
"Toegankelijk hoger onderwijs moet jongeren opleiden tot kritische burgers.","506",NA
"Hernieuwde democratisering geeft studenten en docenten een stem in het hoger onderwijs.","202.1",NA
