"content","cmp_code","eu_code"
"Deze waarden zijn de rode draad in ons verkiezingsprogramma voor de Tweede Kamerverkiezingen van maart 2017.","603",NA
"Hiermee bouwen we aan een samenleving waarin we tweedeling in de kern bestrijden, waarin diversiteit meer is dan een modewoord en waarin we open staan voor de wereld en voor technologische ontwikkelingen.","603",NA
"Waar richt D66 zich de komende vier jaar op?","305.1",NA
"1. Gelijke kansen door het beste onderwijs","H",NA
"Met toponderwijs maken we de nieuwe generatie en Nederland klaar voor een kansrijke toekomst.","506",NA
"Ongelijke kansen voeden tweedeling.","503",NA
"Achtergrond en geslacht mogen niet meer bepalend zijn voor wie je later wordt.","503",NA
"Alle kinderen krijgen al vroeger les, zodat ze met hun vierde gelijke kansen hebben.","506",NA
"De basisschool biedt alles-in-één:","506",NA
"uitstekende lessen, maar ook sport, cultuur en aandacht voor sociale en digitale vaardigheden.","506",NA
"Dat doen we met steeds betere leraren waar we meer in investeren en die de ruimte krijgen hun werk goed te doen.","506",NA
"Het middelbare en hogere onderwijs halen het beste uit elk kind, bieden hen een tweede kans en sluiten goed aan op de arbeidsmarkt.","506",NA
"Onderwijs gaat een leven lang door:","506",NA
"ondersteund door persoonlijke studiepotjes en toegang tot scholing en training.","506",NA
"Dit kost geld: dat geld komt er.","506",NA
"2. Schone groei: nu","H",NA
"De economie wordt schoon en groen.","416.2",NA
"Nederland kan hierin voorop lopen of volgen.","416.2",NA
"Wij kiezen voor het eerste.","416.2",NA
"Dus vervuilende kolenenergie maakt plaats voor schone zonne- en windenergie, het energieverbruik gaat omlaag en we hergebruiken een groot deel van onze grondstoffen.","416.2",NA
"Wat tot het verleden moet behoren, zoals kolencentrales, zetten we versneld aan de kant.","416.2",NA
"Om ruimte te maken voor een groene toekomst, en om met onze kennis internationaal voorop te lopen.","416.2",NA
"3. Een eerlijke kans op werk","H",NA
"Werk is en blijft de belangrijkste weg naar ontplooiing en controle over het eigen leven.","402",NA
"We helpen meer mensen aan werk en verlagen de lasten voor werkgevers.","402",NA
"Het wordt aantrekkelijker om laagbetaalden en ouderen in dienst te nemen.","402",NA
"De kloof tussen vaste aanstelling en flexibel werken wordt kleiner.","402",NA
"Belasting op arbeid voor de werkgever worden sterk verlaagd, met name voor lager betaalden.","402",NA
"We jagen de economie aan door meer geld voor innovatie en door te investeren in woningen, duurzame energie, digitale ontwikkeling en een groene leefomgeving.","402",NA
"Iedereen krijgt een kans.","503",NA
"De positie van vrouwen wordt versterkt.","503",NA
"Als ouderen, gehandicapten of mensen met een andere achtergrond ten onrechte worden buitengesloten, pakken we die discriminatie en kansenongelijkheid aan.","503",NA
"Met een sterk vangnet zorgen we dat mensen niet buiten de boot vallen.","503",NA
"We willen een samenleving van vrije mensen:","503",NA
"met en voor elkaar.","503",NA
"4. Deel van Europa en de wereld","H",NA
"Wij blijven ervan overtuigd dat onze toekomst in de grote wereld ligt.","108",NA
"Hier liggen onze kansen.","108",NA
"We kunnen in Nederland doen alsof we tegenover Rusland of China zelf onze belangen kunnen verdedigen.","108",NA
"Of doen alsof we zelf de vluchtelingenstroom kunnen beheersen.","108",NA
"Of op eigen houtje de vrije digitale handel reguleren.","108",NA
"Maar dat is onzin.","108",NA
"Als we de uitdagingen rond immigratie, energie, veiligheid, handel en klimaat op willen lossen en de kansen willen pakken, dan moet dat gezamenlijk in Europa.","108",NA
"Europa geeft ons slagkracht.","108",NA
"Europa verbindt mensen met een gedeelde geschiedenis, gedeelde waarden en gedeelde belangen.","108",NA
"Wij kiezen voor een verbindend en democratisch Europa.","108",NA
"En waar dat nodig is geven wij onze eigen schijn-soevereiniteit op.","108",NA
"Laten we de grote problemen daar oplossen waar het kan.","108",NA
"5. Actief publiek leiderschap","H",NA
"Wij zijn er van overtuigd dat ons welzijn en onze welvaart niet kunnen bestaan zonder de overheid.","303",NA
"Het dogma van een overheid die steeds verder moet terugtreden, werkt net zo min als het dogma van de overheid als geluksmachine.","303",NA
"De rol van de overheid en de manier waarop die werkt moet aansluiten op de uitdagingen van de toekomst.","303",NA
"Dit betekent dat de overheid ruimte en vertrouwen geeft waar mensen zelf het initiatief kunnen en willen nemen.","303",NA
"Zoals bij het organiseren van langdurige zorg, de oude dag of de energievoorziening.","303",NA
"Aan de andere kant stelt de overheid duidelijke kaders, of neemt die zelfs de leiding wanneer het algemeen belang of het investeren in de toekomst hierom vraagt.","303",NA
"Door veiligheid, preventieve zorg en ook concurrentie te waarborgen, of door privacy te beschermen.","303",NA
"Een overheid is duidelijk over wat ze wil.","303",NA
"Is niet bang voor nieuwe ontwikkelingen of veranderingen.","303",NA
"De overheid luistert naar mensen en is aanspreekbaar.","303",NA
"Met deze openheid willen we stappen maken in het herstel van het vertrouwen tussen burger en politiek.","303",NA
"In ons verkiezingsprogramma vindt u uitgebreide standpunten over alle thema’s waar een komende regering mee te maken krijgt.","305.1",NA
"We pakken aan wat niet meer voldoet, we gaan meer experimenteren en vernieuwen, we geven vertrouwen aan de mensen die het werk moeten doen, én we kiezen voor vrijheid en kansen.","305.1",NA
"Dit is wat een D66-regering zal leveren en waar elke D66-minister zich volledig aan zal wijden.","305.1",NA
"Waar zet D66 zich de komende jaren voor in?","H",NA
"Bestrijd tweedeling in de kern","H",NA
"Wij willen brede buurtscholen (kindcentra), waar ieder kind vanaf twee jaar gelijke kansen krijgt door uitstekend onderwijs met aandacht voor cultuur, sport, digitale vaardigheden en een gezond leven.","503",NA
"Zo voorkomen wij achterstanden en koesteren wij elk talent;","503",NA
"Wij investeren in docenten, die door minder regels en minder lesuren meer ruimte krijgen om steeds beter onderwijs aan onze kinderen te geven;","506",NA
"Wij investeren in beter beroepsonderwijs door nauwere aansluiting op de arbeidsmarkt en van het mbo op het hbo, meer ruimte voor vakmanschap en meer internationale kansen;","411",NA
"Wij willen een leven lang leren en tweede kansen voor iedereen.","506",NA
"Kansen om te stapelen, bij te scholen of een nieuwe carrièredroom na te jagen;","506",NA
"Wij investeren in onderzoek – fundamenteel en toegepast.","506",NA
"En wij versterken de kwaliteit van onderwijs in het wo via digitalisering, de kwaliteit van docenten en medezeggenschap.","506",NA
"Schone economie: Nederland loopt voorop","H",NA
" Wij sluiten alle kolencentrales voor 2025, te beginnen met de meest vervuilende;","416.2",NA
" Wij bouwen 100.000 betaalbare energieneutrale huurwoningen.","416.2",NA
"Zo komen sociale huurwoningen weer beschikbaar voor wie ze bedoeld zijn;","416.2",NA
" Energiezuinig leven loont.","416.2",NA
"Wie elektrisch rijdt of zelf stroom opwekt, betaalt minder belasting;","416.2",NA
" Wij investeren in innovatie en groene ondernemers om zo uitdagingen als klimaatverandering en het energievraagstuk te veranderen in kansen.","416.2",NA
"Wij nemen knellende regelgeving weg en de overheid koopt duurzaam in;","416.2",NA
" Wij richten een publieke investeringsbank op om met publiek geld private investeringen aan te jagen,","413",NA
"gericht op maatschappelijk relevante doelen zoals duurzame energietransitie en digitale infrastructuur;","411",NA
" Nederland wordt de digitale koploper in Europa met de beste digitale infrastructuur en vaardigheden.","411",NA
"Daarbij hoort een open, vrij en veilig internet.","411",NA
"Een eerlijke kans op werk voor iedereen","H",NA
" Wie werkt, gaat minder belasting betalen.","701",NA
"Voor werkgevers wordt het aantrekkelijker mensen in dienst te nemen,","402",NA
"in het bijzonder ouderen en mensen met een laag inkomen;","503",NA
" Voor werknemers met een flexcontract maken wij een vaste baan bereikbaar.","701",NA
"Tijdelijke contracten verdwijnen, en daarmee de tweedeling op de arbeidsmarkt;","701",NA
" Zzp’ers krijgen van ons de ruimte.","401",NA
"De zelfstandigenaftrek blijft.","402",NA
"Wij maken het voor zzp’ers makkelijker om vrijwillig te sparen voor pensioen of zich te verzekeren;","402",NA
" Kansenongelijkheid op werk wordt systematisch aan de kaak gesteld.","503",NA
"Wij willen betaald ouderschapsverlof van twaalf weken voor vaders en meemoeders, omdat dit de arbeidsdeelname van vrouwen bevordert;","503",NA
" Wij hervormen de pensioenen en gaan naar een individueel pensioen, met behoud van solidariteit, maar zonder overdracht van geld van jong naar oud;","504",NA
" Vluchtelingen krijgen vanaf de eerste dag taalles en kans op werk.","607.2",NA
"Zorg met en voor elkaar","H",NA
" Wij brengen rust in de zorg, zodat iedereen na de ingrijpende hervormingen van de afgelopen jaren kan rekenen op kwalitatief goede zorg;","504",NA
" Wij investeren in eHealth en innovatie gericht op gezondheid in plaats van het behandelen van mensen.","504",NA
"Er komt meer aandacht voor preventie en gezond leven;","504",NA
" Wij stellen huisartsen en zorg in de buurt centraal.","504",NA
"Kwaliteit van zorg wordt transparant zodat er echt gekozen kan worden;","504",NA
" Wij zorgen dat softdrugs veilig en gereguleerd worden aangeboden.","604",NA
"Dat bevordert de gezondheid en vermindert criminaliteit.","605.1",NA
"Zelfbeschikking","H",NA
" Wij passen de regels aan rond huwelijk, ouderschap en erfenis, zodat ze aansluiten bij de leefvormen van nu.","604",NA
"Wij gaan uit van gelijkwaardige behandeling, ongeacht seksuele gerichtheid, genderidentiteit of (samen)leefvorm;","604",NA
" Mensen die hun leven voltooid vinden, hebben recht op een waardig levenseinde.","604",NA
"Hulp bij zorgvuldige levensbeëindiging is niet langer strafbaar.","604",NA
"Een sterk Nederland in een sterk Europa","H",NA
" Wij zijn en blijven overtuigd Europeaan.","108",NA
"Omdat dit volgt uit onze idealen en om de vrijheid en welvaart in Nederland te beschermen tegen de populisten.","108",NA
"Daarom zijn wij tegen een Nexit en kiezen wij voor de volle inzet op een democratischer en slagvaardiger Europa;","108",NA
" Wij zijn er trots op dat mensen van verschillende afkomst Nederlander zijn.","108",NA
"Niemand hoeft in Nederland zijn oorspronkelijke nationaliteit op te geven.","108",NA
"Ook Nederlanders in het buitenland houden hun Nederlanderschap zolang zij dat willen;","108",NA
" Vluchtelingen komen via veilige en legale routes naar Nederland.","108",NA
"Goede grenscontroles aan de Europese buitengrenzen houden het aantal vluchtelingen beheersbaar.","108",NA
"Een robuuste rechtsstaat","H",NA
" Wij herstellen het evenwicht in de rechtsstaat door politie en justitie weer van elkaar te scheiden;","203",NA
" Wij investeren in rechtsbijstand voor iedereen die het nodig heeft.","203",NA
"Wij willen kortere wachttijden bij de rechtbank;","203",NA
" Wij zorgen voor bescherming van privacy en beschikking over digitale privégegevens;","203",NA
" Wij bestrijden terrorisme door intensievere Europese samenwerking tussen inlichtingendiensten en het in een vroeg stadium signaleren van radicalisering.","104",NA
"Overheidsfinanciën: meer investeren, sluitende begroting","H",NA
" Wij investeren in onderwijs, onderzoek, innovatie, cultuur, de rechtsstaat en in internationale samenwerking en defensie;","412",NA
" Wij hervormen de belastingen:","402",NA
"minder lasten op arbeid, meer vergroening, minder stimuleren van schulden;","402",NA
"de stijging van de zorgkosten wordt in de hand gehouden;","412",NA
" Wij zorgen ervoor dat de overheidsfinanciën gezond blijven, ook voor toekomstige generaties.","414",NA
"Hoofdstuk 1 Onderwijs als motor van groei en kansengelijkheid","H",NA
"Goed onderwijs is, naast het gezin waarin je opgroeit, de aanjager van kansen en de motor van persoonlijke groei en ontplooiing.","506",NA
"Een leven lang.","506",NA
"Door onderwijs vergroot je niet alleen je kennis en ontwikkel je taal-, reken- of vakman vaardigheden:","506",NA
"onderwijs bereidt je ook voor op een leven in een samenleving waarin er oog is voor de ander en waar mensen in staat zijn zelf goede keuzes te maken.","506",NA
"In een wereld die steeds sneller verandert, is goed onderwijs een leven lang nodig om mensen wendbaar en weerbaar te maken.","506",NA
"Goed onderwijs is daarmee niet alleen in het belang van het individu, maar in het belang van ons allemaal.","506",NA
"Niet je afkomst of religie, of de rijkdom, positie of opleiding van je ouders mogen bepalend zijn.","503",NA
"Toegankelijkheid van goed onderwijs voor iedereen is een zaak van rechtvaardigheid.","503",NA
"Talent en inzet zijn de enige factoren die het succes van het individu bepalen.","503",NA
"Ongeacht je afkomst, kansen voor de toekomst.","503",NA
"Het huidige onderwijs is goed, maar onze ambities gaan verder.","506",NA
"Vandaag is er te veel kansenongelijkheid,","503",NA
"er zijn te weinig tweede kansen en de gemiddelde kwaliteit is niet hoog genoeg.","506",NA
"Docenten krijgen onvoldoende de ruimte om te excelleren en er wordt te veel gedacht vanuit gemiddelden en niet vanuit de toegevoegde waarde voor elk kind – van achterblijver tot koploper.","506",NA
"Gelukkig laten andere landen zoals Finland en Singapore zien dat er binnen één schoolgeneratie grote sprongen voorwaarts gemaakt kunnen worden.","506",NA
"D66 kiest daarom voor investeren in onderwijs.","506",NA
"Onderwijs is een kansenmotor, maar ook een aanjager van vrij denken en gericht op brede ontplooiing en vorming.","506",NA
"We investeren in leraren, in kwaliteit, in brede scholen met daarbinnen vroeg- en voorschools onderwijs voor iedereen, in versimpeling van leergangen, in tweede kansen, in leven lang leren en in onderzoek;","506",NA
"en dat alles met meer aandacht voor de leerling en minder bureaucratie.","506",NA
"Door een goede basis gelijke startkansen","H",NA
"D66 wil een goede start voor elk kind.","503",NA
"Door de manier waarop we de kinderopvang nu hebben georganiseerd ontstaan verschillen in vaardigheden tussen jonge kinderen uit uiteenlopende delen van de samenleving.","503",NA
"Bijvoorbeeld op het gebied van taalbeheersing.","503",NA
"D66 wil  daarom dat alle kinderen vanaf twee jaar toegang krijgen tot kinderopvang:","506",NA
"een brede basisvoorziening van hoge kwaliteit.","506",NA
"Beginnend met vier dagdelen per week, ook voor kinderen van niet-werkende ouders.","503",NA
"Kinderen met verschillende achtergronden groeien zo samen op.","503",NA
"Dat voorkomt schotten en vergroot gelijke kansen.","503",NA
"Tegelijkertijd wordt het voor ouders eenvoudiger om te werken.","503",NA
"Een goed voorbeeld hiervan is Sterrenschool Het Universum in Almere.","503",NA
"Kinderen kunnen hier tussen 07.00 en 19.00 uur terecht.","503",NA
"Kinderopvang en naschoolse activiteiten sluiten naadloos op elkaar aan.","503",NA
"Voor ouders heeft de school flexwerkplekken, zodat ze desgewenst even kunnen werken op school om bijvoorbeeld de files naar hun werk te vermijden.","503",NA
"De huidige versnipperde vroeg- en voorschoolse educatie voorzieningen worden in de nieuwe voorziening met elkaar verbonden.","506",NA
"We werken toe naar een situatie waarin vroeg- en voorschools onderwijs samenwerkt met een basisschool en welzijnsinstanties, zodat kinderen tot twaalf jaar op één plek terechtkunnen en het onderwijs op elkaar aansluit en afgestemd wordt in zogenaamde doorlopende leerlijnen.","506",NA
"We versimpelen de bestaande, versnipperde financieringsstromen om dit mogelijk te maken, waarbij niemand méér gaat betalen.","503",NA
"Het staat of valt met leraren","H",NA
"Uiteindelijk staat of valt goed onderwijs met de leraar.","506",NA
"D66 wil het onderwijs teruggeven aan de leraar.","506",NA
"Die geven we meer tijd, meer ruimte en meer vertrouwen.","506",NA
"Daarom zorgde D66 voor de 20-lesurennorm.","506",NA
"We willen deze norm in de komende 4 jaar in de wet en de begroting verankeren.","506",NA
"Van leraren verwachten wij dat zij van elkaar leren, zich ontwikkelen, hun kennis en vaardigheden op peil houden en elkaar helpen steeds een beetje beter te worden.","506",NA
"De leraar is eigenaar van zijn eigen lessen.","506",NA
"De onderwijsinspectie toetst of het onderwijs voldoet aan de wettelijke vereisten en grijpt slechts in wanneer de kwaliteit van het onderwijs ondermaats is.","506",NA
"Deze zienswijze vertaalt zich in investeringen in en eisen stellen aan kwaliteit.","506",NA
"Beginnend met meer aandacht op de lerarenopleiding voor effectief lesgeven en het inzetten van de nieuwste inzichten en modernste methoden.","506",NA
"Leraren moeten zich meer en vaker bijscholen en houden onderlinge gesprekken over de kwaliteit van lesgeven en bijdragen aan de ontwikkeling van leerlingen.","506",NA
"De pabo’s en lerarenopleidingen moeten ook een rol gaan spelen bij de ontwikkeling van leerkrachten die al voor de klas staan.","506",NA
"Praktijkervaring, begeleiding door ervaren leraren en aanvullende scholing maken een leraar van startbekwaam vakbekwaam.","506",NA
"Voor leraren die zich willen laten bijscholen én voor mensen uit het bedrijfsleven die zich willen scholen tot docent is een lerarenbeurs beschikbaar.","506",NA
"In het lerarenregister worden scholing en behoefte inzichtelijk.","506",NA
"De lerarenbeurs maakt geen onderscheid tussen docenten die lesgeven in het bekostigd of niet-bekostigd onderwijs.","506",NA
"Voor docenten moet het mogelijk zijn om stage te lopen in hun sector, zodat ze altijd op de hoogte zijn van de nieuwste technologie en laatste ontwikkelingen.","411",NA
"Daarnaast is het verstandig om juist die leraren die uit het bedrijfsleven komen,didactische en pedagogische kennis te verschaffen.","506",NA
"De overheid zorgt ervoor dat leraren meer tijd aan hun leerlingen kunnen besteden door de administratie-, regel- en rapporteerdruk te verkleinen.","506",NA
"Maar ook door te investeren in klassenassistenten en conciërges.","506",NA
"D66 wil in nauwe samenwerking met de gemeenten komen tot een conciërge op elke basisschool.","506",NA
"Plofklassen moeten we tegengaan.","506",NA
"We passen de bekostiging van scholen zo aan dat de klasgrootte teruggaat naar ca 23 leerlingen.","506",NA
"De instroom in de pabo moet meer divers worden, zodat het personeel op basisscholen een betere afspiegeling vormt van de samenleving.","506",NA
"D66 is voor een krachtige en trotse beroepsgroep van leraren en vindt dat zij aantoonbare invloed moeten hebben op zowel curriculumontwikkeling als landelijke examinering, meer dan nu het geval is.","506",NA
"Initiatieven op dit gebied vanuit de beroepsgroep worden door D66 van harte ondersteund.","506",NA
"Meer vertrouwen, minder regels op details","H",NA
"De overheid is doorgeslagen in de hang naar sturen op resultaten en de verantwoording daarvan.","303",NA
"Dit heeft een overdaad aan regels en rapportages tot gevolg.","303",NA
"We belasten en beperken de leraar te veel.","506",NA
"D66 wil daarom dat met en door onderwijsprofessionals een stofkam, of liever nog een bezem, door regels wordt gehaald.","506",NA
"De Onderwijsinspectie krijgt de opdracht de management- en rapportagedruk in het onderwijs terug te dringen.","506",NA
"Wij willen toe naar een omgang met leraren, besturen en instellingen die uitgaat van veel vertrouwen en met als spiegelbeeld dat er stevig ingegrepen wordt wanneer het mis gaat.","506",NA
"Verantwoording afleggen naar elkaar – naar leraar, leerling, student en/of ouders – vormt de basis.","506",NA
"Brede buurtschool (kindcentra) voor iedereen","H",NA
"D66 wil dat basisscholen meer bieden dan alleen onderwijs.","506",NA
"Een brede buurtschool (kindcentrum) is een school waar alle kinderen van twee tot twaalf jaar terecht kunnen.","506",NA
"Op een brede buurtschool ontwikkelen kinderen zich op het gebied van sport, cultuur, creativiteit, techniek en maken kennis met natuur en duurzaamheid.","506",NA
"Naschoolse opvang en overblijven zijn altijd mogelijk.","506",NA
"Deze school biedt een integraal dagarrangement waarin ook aandacht is voor een gezonde leefstijl.","506",NA
"D66 wil minstens 3 uur bewegingsonderwijs op de basisschool, gegeven door een vakdocent.","506",NA
"Dat wil niet zeggen dat scholen al deze activiteiten overnemen van de verenigingen die ze nu aanbieden.","506",NA
"Maar wel dat we via scholen zorgen dat alle kinderen deel kunnen nemen aan dergelijke activiteiten.","506",NA
"In Den Haag zijn er inmiddels mooie en inspirerende initiatieven tot brede buurtscholen van de grond gekomen.","506",NA
"D66 wil deze brede voorziening overal gerealiseerd zien, financiële middelen ter beschikking stellen en zorgen voor harmonisering van regelgeving en het opheffen van barrières in bijvoorbeeld budgettering, inrichtingseisen en de manier waarop kwaliteit getoetst wordt.","506",NA
"Aan het eind van de komende kabinetsperiode (in 2021) moet elk kind voor een brede buurtschool kunnen kiezen.","506",NA
"In uitzonderingsgevallen moeten (korte) flexcontracten gedurende langere tijd mogelijk gemaakt worden in het (basis)onderwijs.","506",NA
"Nieuwe tijden, nieuwe vaardigheden","H",NA
"Het is belangrijk dat het onderwijs met de tijd meegaat.","506",NA
"Taal, rekenen en kennis blijven van belang, maar we zien dat digitale vaardigheden als programmeren, sociale vaardigheden als samenwerken en ook zelfredzaamheid aan belang winnen in het leven.","506",NA
"D66 wil dat alle leerlingen op school werken aan deze vaardigheden, bijvoorbeeld door maatschappelijke stages in het voortgezet onderwijs.","506",NA
"Onze plannen om bijvoorbeeld programmeren op te nemen in het basisonderwijs worden breed gesteund.","506",NA
"In de praktijk zien we echter dat verandering traag gaat.","506",NA
"Gelukkig zijn er veel initiatieven die buitenschools georganiseerd worden.","506",NA
"CoderDojo bijvoorbeeld.","506",NA
"Dit is een project dat in veel Nederlandse steden wordt opgezet en georganiseerd door vrijwilligers.","506",NA
"Kinderen van zeven tot zeventien leren hier programmeren, websites bouwen, apps ontwikkelen en meer.","411",NA
"Om leraren in staat te stellen dit onderwijs ook te kunnen te verschaffen moet hiervoor aandacht zijn op lerarenopleidingen en in het bijscholingsaanbod.","411",NA
"Onderwijs gaat niet alleen over het bijbrengen van arbeidsmarktvaardigheden.","506",NA
"Er wordt ook gewerkt sociaal-emotionele ontwikkeling, aan bewustwording van burgerschap, hoe het politiek bestel functioneert en wat rechten en verantwoordelijkheden van individuen zijn.","506",NA
"Maar ook van de privacy- en veiligheidsrisico’s van de digitale samenleving.","506",NA
"En er wordt geïnvesteerd in culturele en seksuele vorming, waaronder seksuele weerbaarheid en seksuele diversiteit.","604",NA
"En is er aandacht voor begrip van gezamenlijke geschiedenis, inclusief bijvoorbeeld de zwarte bladzijdes van kolonialisme en slavernij.","602.1",NA
"D66 is voorzichtig met van bovenaf opgelegde onderwijsmodes, maar het onderwijs mag niet stilstaan.","506",NA
"Kleinschalig praktijkonderwijs voorkomt uitval en ontwikkelt talenten.","506",NA
"Het krijgt structureel een plek in het onderwijssysteem en met de meesterproef een formele erkenning.","506",NA
"We willen dat leraren, maar ook ouders, leerlingen en bedrijven vroegtijdig worden betrokken bij vernieuwingen in het onderwijs.","506",NA
"Iedereen verdient een gezonde en duurzame leeromgeving.","503",NA
"Scholen zijn het praktijkvoorbeeld voor leerlingen als het gaat om een duurzaam en vernieuwend Nederland.","506",NA
"Scholen krijgen de ruimte en middelen om dit te bieden.","506",NA
"Vóór doorstromen en stapelen","H",NA
"Niet elk kind ontwikkelt zich op dezelfde manier en in hetzelfde tempo.","506",NA
"D66 wil voorkomen dat een gemiste eerste kans ook meteen de laatste kans was.","506",NA
"Doorstromen, stapelen en op latere leeftijd terugkeren naar het onderwijs moeten eenvoudig zijn en gestimuleerd worden.","506",NA
"We willen weer brede en meerjarige brugklassen creëren, bij voorkeur ook in vmbo/havo combinaties.","506",NA
"En met gemeenten samen zorgen we voor zomerscholen.","506",NA
"Aanmeldingsprocedures moeten eenvoudig, toegankelijk en transparant zijn.","506",NA
"Wij willen voldoende middelbare scholen die vmbo tot vwo combineren.","506",NA
"Categorale scholen voorzien in een behoefte, maar moeten altijd intensief samenwerken met brede scholen om stapeling en maatwerk mogelijk te maken.","506",NA
"Daarnaast wil D66 experimenteren met driejarige brugklassen.","506",NA
"We halen prikkels voor selectie aan de poort weg voor middelbare scholen die willen voorkomen dat leerlingen van vwo naar havo gaan of van havo naar vmbo.","506",NA
"Succes van ‘twijfelleerlingen’ met een lager basisschooladvies gaan we juist belonen.","506",NA
"En er moet een warme overdracht van leerlingen van basisschool naar middelbare school zijn die het voor een middelbare school makkelijker maakt in te spelen op de individuele behoeftes van de leerling.","506",NA
"Bij dit meer gepersonaliseerde onderwijs hoort ook het volgen en examineren van vakken op meerdere niveaus.","506",NA
"Dit willen we mogelijk maken via een zogenaamd maatwerkdiploma.","506",NA
"Meisjes en kinderen met een niet-westerse achtergrond worden actief gestimuleerd ook exacte en technische vakken en opleidingen te kiezen en beroepskeuzebegeleiding moet op talent gebaseerd zijn.","506",NA
"D66 wil de kernvakkenregeling schrappen, om doorstromen en stapelen te stimuleren.","506",NA
"Goed rekenonderwijs is belangrijk.","506",NA
"Een landelijke rekentoets bij het examen die doorslaggevend is voor slagen of zakken, legt de nadruk echter te eenzijdig op het belang van rekenen en doet geen recht aan de leerlingen van wie de kwaliteiten op een ander gebied liggen.","506",NA
"D66 wil daarom onmiddellijk stoppen met deze (af)rekentoets en het rekenonderwijs op de basisschool en de onderbouw van de middelbare school versterken.","506",NA
"In het middelbaar beroepsonderwijs zullen we alleen centraal examineren op taal en rekenen voor die mbo’ers die door willen stromen naar het hbo of waar taal en rekenen een essentieel onderdeel is van het beroep, zoals bijvoorbeeld bij klassenassistenten, verplegend personeel of technische beroepen.","506",NA
"We zorgen dat het onderwijs op vmbo en mbo beter op elkaar aansluit.","506",NA
"Dit doen we onder andere door één integraal toetsingskader en door het toelaten van experimenten met doorlopende lijnen als ware het één onderwijssysteem.","506",NA
"Bekostigingsregels die stapelen en tweede kansen tegengaan, zoals de zogenaamde cascadebekostiging, maar ook bekostiging die geen rekening houdt met samenstelling van de leerlingen, passen we aan.","506",NA
"We willen blijvend investeren in opleidings- en beroepskeuze, omdat het nog steeds te veel jongeren ontbreekt aan een stevig ontwikkeld beroepsbeeld en zelfbeeld.","506",NA
"We werken met gemeenten aan het tegengaan van schooluitval.","506",NA
"In het hoger onderwijs bevorderen we tweede studies door wettelijk vast te leggen dat het collegegeld gelijk is aan dat voor de eerste studie.","506",NA
"Mensen zijn nooit uitgeleerd","H",NA
"Alles om ons heen verandert voortdurend – en wij zelf ook.","506",NA
"D66 wil dat mensen de kans krijgen om hun vaardigheden aan te passen aan veranderende eisen op de arbeidsmarkt of zelf voor een andere richting te kiezen.","506",NA
"We willen dat mensen weerbaar en vrij zijn, dat iedereen mee kan blijven doen en dat iedereen kan doen waar hij goed in is.","506",NA
"“Een leven lang groeien” betekent dat mensen hun hele leven in staat worden gesteld hun kennis bij te werken, te verbreden en te verdiepen.","506",NA
"D66 wil dit levenslange leerrecht bevorderen door in te zetten op individuele scholingsbudgetten, ongeacht de contractvorm, als individueel recht voor iedereen die werkt.","506",NA
"Hierbij zal ook gekeken worden naar omvorming van de werkgeversfondsen.","411",NA
"Deze budgetten worden dus persoons- in plaats van sectorgebonden en kunnen ingezet worden voor alle vormen van opleiding en training, en ook voor het valideren van werkervaring.","411",NA
"We maken het sociaal leenstelsel toegankelijk voor laatbloeiers en voor mensen die na een aantal jaren werken een tweede kans willen, ook als ze ouder dan dertig zijn.","506",NA
