"content","cmp_code","eu_code"
"Wie dát op zich in laat werken, wetend dat God hem of haar geschapen heeft, beseft dat je niet gaat knutselen aan dat leven, laat staan dat je het doodt als het niet (meer) aan onze wensen voldoet.","603",NA
"Die beseft tevens dat als dat leven na verloop van tijd fragiel en zwak wordt, alles in het werk wordt gesteld om te helen en pijn te verlichten.","603",NA
"Soms kan dat heel eenvoudig, door ‘er te zijn’, door mee te leven.","603",NA
"Denk aan die vele wanhopige jongeren en ouderen die het leven niet meer zien zitten…","603",NA
"We mogen ons in Nederland gelukkig prijzen met een zorgstelsel dat als een van de beste in de wereld bekend staat.","601.1",NA
"Nu de vraag naar zorg  én de medische mogelijkheden sterk toenemen, is de vraag:","601.1",NA
"hoe betalen en organiseren we het?","601.1",NA
"Voorop moet staan dat adequate zorg gewaarborgd is.","601.1",NA
"Dat is verantwoordelijk en belangrijk werk.","601.1",NA
"Meer waardering voor hen die, al dan niet betaald, dag en nacht klaarstaan voor anderen is dan ook op z’n plaats!","601.1",NA
"Voor veel mensen staat of valt het levensgeluk met het hebben van een goede relatie, een man of vrouw met wie je lief en leed, werk en zorg kunt delen.","603",NA
"Evenzo bloeien kinderen op als ze in een veilige omgeving groot worden, met liefdevolle ouders en andere familieleden.","603",NA
"Hier gaat er veel mis omdat er zo ontzettend veel verleidingen op gezinnen afkomen.","603",NA
"Dat heeft veel ellende tot gevolg.","603",NA
"Maar de overheid-van-tegenwoordig houdt zich angstvallig doof als we een beroep doen op het investeren in relaties.","603",NA
"Alsof trouw een vies woord is!","603",NA
"Ook geeft ze niet","603",NA
"thuis als gevraagd wordt om de oneerlijk verdeelde belastingdruk op huishoudens te corrigeren.","603",NA
"Dat motiveert de SGP alleen maar om te blijven hameren op een eerlijke behandeling van eenverdienersgezinnen en de waarde van trouw.","603",NA
"Als wij dat niet doen, wie dan nog wel?","603",NA
"Veilig leven","H",NA
"Kerntaak van een overheid is om ‘haar’ burgers te beschermen.","605.1",NA
"Dat is een harde noodzaak in een onveilige wereld waarin mensen en groepen van mensen elkaar gedurig naar het leven staan of anderszins schade berokkenen.","605.1",NA
"Zonder een wetgever en bestuurders die duidelijke regels stellen en ervoor zorgen dat de orde gehandhaafd kan worden, zou een gerust leven onmogelijk zijn.","605.1",NA
"Chaos en anarchie zouden heersen, in plaats van het recht.","605.1",NA
"De overheid is er niet voor niets.","605.1",NA
"Het zorgen voor een veilig leven ligt binnenslands vooral op het bordje van politie en justitie.","605.1",NA
"Bij hen rust de zwaardmacht.","605.1",NA
"Lange tijd was gezag, ‘law and order’, een besmet begrip.","605.1",NA
"Gezag deugde niet.","605.1",NA
"De gevolgen zijn inmiddels zichtbaar geworden in het onveiligheidsgevoel van veel burgers.","605.1",NA
"Mede ingegeven door de vele aanslagen, is er gelukkig meer geld beschikbaar voor opsporing en berechting van terroristen en andere misdadigers.","605.1",NA
"Maar daar zal nog geld bij moeten.","605.1",NA
"Een fenomeen waar we de afgelopen jaren mee geconfronteerd werden is de massale immigratie van mensen die met name vanuit hun islamitische geloof en cultuur, vreemd, zo niet vijandig staan tegenover de Nederlandse rechtsstaat.","605.1",NA
"Dat botst, vooral als dat zich uit in gedragingen die haaks staan op onze cultuur en wetten, zoals geweld, oproepen daartoe en antisemitisme.","605.1",NA
"Spanningen in andere landen zijn ook in Nederland pijnlijk voelbaar.","605.1",NA
"Dat legt weer extra druk op de toch al niet al te grote slagkracht van onze politie.","605.1",NA
"Om die reden is ook voor de politie meer geld en mankracht nodig.","605.1",NA
"Zorgen voor een veilig Nederland is óók een taak van de krijgsmacht.","104",NA
"De wereld wordt in rap tempo onveiliger, zie het kruitvat Midden-Oosten.","104",NA
"Maar ook Rusland en Amerika staan weer tegenover elkaar, ook in Europa.","104",NA
"Na jaren van afbraak van onze defensie is, vooral door de aanhoudende druk van de SGP, een begin gemaakt met het herstellen van schade.","104",NA
"Een begin, niet meer.","104",NA
"Er zal nog veel meer moeten worden gedaan.","104",NA
"Aan de SGP zal het niet liggen.","104",NA
"Een slagvaardige defensie gaat, als het goed is, hand in hand met een buitenlandse politiek die het beschermen van mensenlevens centraal stelt.","104",NA
"De grootste groep vervolgden zijn christenen, reden waarom de SGP juist ook voor hen op de bres staat en via allerlei mogelijke kanalen en middelen probeert iets voor hen te betekenen.","104",NA
"Helaas steekt in heel de wereld, ook in Europa, het kwaad van het antisemitisme de kop weer op.","104",NA
"En wie denkt dat Joden in Israël een veilig onderkomen kunnen vinden, komt bedrogen uit.","104",NA
"De inwoners van Israël hebben ook in eigen land geen veilig leven.","104",NA
"Ze worden omringd door gewelddadige buren.","104",NA
"De SGP staat zij aan zij met het Joodse volk en zal dat blijven doen.","104",NA
"Samen leven","H",NA
"Al 100 jaar heeft Nederland een onderwijsstelsel waarmee we wereldwijd goed scoren.","506",NA
"Niet onbelangrijk, want het samen leven begint thuis en op school.","506",NA
"De vrijheid om onderwijs te geven die mooi aansluit bij de wensen van de ouders en onze nationale (christelijke) traditie, is een groot goed.","506",NA
"Het zou kortzichtig zijn die verworvenheid overboord te zetten omdat vijandige groepen die vrijheid misbruiken voor het zaaien van haat.","603",NA
"De remedie moet zijn om de kwaadwillenden eruit te pikken.","603",NA
"Zonder ondernemende mensen die risico’s durven nemen en de handen uit de mouwen steken, kan een samenleving niet floreren.","601.1",NA
"Om die reden spant de SGP zich in voor mensen die door hard te werken in hun eigen bedrijf of onderneming, geld in het laatje brengen.","601.1",NA
"Te veel regels en bemoeienis en een hoge belastingdruk werken daarbij niet, net zomin als zwalkende politici die vandaag dít en morgen weer dát dicteren.","601.1",NA
"Degenen die daar het hardst tegenaan lopen zijn de boeren, tuinders en vissers.","703.1",NA
"Zij zorgen voor de allereerste levensbehoeften, ze moeten zich aan zó veel en vaak wisselende eisen houden, dat er feitelijk geen eerlijke boterham meer mee te verdienen is.","703.1",NA
"De SGP wil daarom minder, en andere (Brusselse) regels en een minister vóór landbouw en visserij die gaat knokken voor de land- en tuinbouwers en de vissers.","703.1",NA
"Op de SGP kunnen ze rekenen.","703.1",NA
"Over Brussel gesproken:","110",NA
"het idee dat de EU automatisch groeit en machtiger moet worden is, zeker na de Brexit, gelukkig op z’n retour.","110",NA
"Het motiveert de SGP nóg meer in te zetten op een ‘hervormd’ Europa, dat wil zeggen:","110",NA
"anders en minder.","110",NA
"Bij samenleven hoort samenwerken.","110",NA
"Maar doe dat op basis van afspraken tussen lidstaten.","110",NA
"Dat sluit beter aan bij de verschillen die er zijn en het is stukken democratischer.","110",NA
"En ja, mensen moeten ook tot rust kunnen komen.","603",NA
"Het is een zegen om een dag per week niet te moeten werken, tot rust te kunnen komen en in de kerk en thuis stil te staan bij het Woord van God.","603",NA
"Tegen die achtergrond zet de SGP zich in voor meer rust op zondag, zodat we met z’n allen even op adem kunnen komen, opgetild worden boven het hectische leven van alledag.","603",NA
"Stem voor het leven!","603",NA
"Dat is het appèl dat de SGP op de kiezers doet.","603",NA
"In het verkiezingsprogramma is deze oproep uitgewerkt op een groot aantal actuele thema’s in politiek en samenleving.","603",NA
"Een stem op de SGP is een stem voor het leven.","603",NA
"Met de bedoeling om die stem te laten horen in Den Haag.","603",NA
"Om voorstellen te doen in de Tweede Kamer.","603",NA
"En om die te vertalen in het beleid van de regering.","603",NA
"Op Deo volente 15 maart zijn de verkiezingen voor de Tweede Kamer.","603",NA
"Iedere Nederlandse burger mag dan zijn stem laten horen.","603",NA
"Stem SGP!","603",NA
"BESCHERMWAARDIG LEVEN","H",NA
"1. Voor het leven","H",NA
"Een van de belangrijkste taken van de overheid is het beschermen van het leven.","603",NA
"Elk mensenleven is beschermwaardig.","603",NA
"Ook, en misschien juist wel het leven van de meest kwetsbaren:","603",NA
"kinderen die nog niet geboren zijn, zij die zich bevinden in de vaak broze eindfase van hun leven en degenen die zó wanhopig zijn dat ze geen andere uitweg meer zien dan zichzelf van het leven te beroven.","603",NA
"De beschermwaardigheid van het leven moet daarom worden vastgelegd in de Grondwet.","603",NA
"Ongeboren kinderen","H",NA
"Door de echoscopie zien we nu beter dan ooit dat een foetus van twaalf weken geen klompje cellen is, maar een klein mensje met alles erop en eraan.","603",NA
"En het hartje kun je al vanaf de vijfde week horen kloppen.","603",NA
"Dit weerloze ongeboren leven in de moederschoot, dat vanaf het allerprilste begin beschermwaardig is, verdient dan ook wettelijke bescherming.","603",NA
"Om die reden moet de ‘Abortuswet’ worden ingetrokken.","603",NA
"Zolang dat (nog) niet gebeurd is, moet de overheid alles op alles zetten om het aantal abortussen te verminderen.","603",NA
"Elke abortus is er een teveel.","603",NA
"Wetgeving en beleid","H",NA
"Het begrip ‘noodsituatie’ moet scherp worden afgebakend.","603",NA
"Dankzij medische innovaties kunnen kinderen die te vroeg geboren worden, nu ook al voor de 24 weken met goede zorg in leven blijven.","603",NA
"De 24-wekengrens is daarmee achterhaald en moet naar beneden worden bijgesteld.","603",NA
"In het overgrote deel van de gevallen is abortus medisch niet noodzakelijk.","603",NA
"Van financiering uit de publieke middelen kan dan ook geen sprake zijn.","603",NA
"Zolang dit nog niet geregeld is, wordt de bekostiging zo ingericht dat er geen prikkel is om zoveel mogelijk geld te verdienen aan abortussen.","603",NA
"Er is geen verschil tussen de zogenoemde overtijdbehandeling en een abortus.","603",NA
"Daarom moet ook de beraadtermijn voor beiden ten minste vijf dagen zijn.","603",NA
"Veel ongewenste zwangerschappen komen voort uit instabiele relaties.","603",NA
"De overheid moet daarom gezonde (seksuele) relaties stimuleren, om zo het aantal abortussen terug te dringen.","603",NA
"In de nieuwe evaluatie van de Abortuswet moet nadrukkelijk aandacht geschonken worden aan het beter beschermen van het ongeboren kind, de relatie tussen relationele problemen en het ontstaan van ongewenste zwangerschappen, de mogelijke risico’s van een abortus voor de gezondheid van een vrouw en de maatregelen die noodzakelijk zijn om het aantal abortussen terug te dringen.","603",NA
"De druk vanuit de omgeving op een vrouw om te kiezen voor een abortus kan groot zijn.","603",NA
"Het uitoefenen van druk op een vrouw om een abortus te ondergaan, wordt daarom strafbaar.","603",NA
"Hulpverlening","H",NA
" Goede voorlichting is nodig.","603",NA
"Iedereen die een abortus overweegt krijgt daarom onafhankelijke, deskundige voorlichting buiten de abortuskliniek aangeboden, door gespecialiseerde hulpverleners.","603",NA
" Alle vrouwen krijgen informatie over speciaal op hun noodsituatie afgestemde alternatieven voor abortus.","603",NA
"Alternatieven als adoptie, pleegzorg, financiële ondersteuning, het regelen van huisvesting en opvang moeten nadrukkelijk verkend worden met iedere vrouw die hulp zoekt.","603",NA
"De Inspectie moet op de naleving hiervan streng toezien.","603",NA
" Alle vrouwen moeten geïnformeerd worden over de mogelijke emotionele, psychische en fysieke problemen en klachten na een abortus en de risicofactoren die de kans daarop verhogen.","603",NA
" Ongewenst zwangere vrouwen krijgen voortaan schriftelijke informatie mee waarin de tijdens het voorlichtingsgesprek besproken zaken worden samengevat.","603",NA
"Daarmee wordt de beraadtermijn ook écht een tijd van bezinning.","603",NA
" De (na)zorg aan vrouwen en meisjes die een abortus hebben ondergaan en van vrouwen en meisjes die kiezen voor het uitdragen van de zwangerschap, moet worden verbeterd.","504",NA
"Te denken valt aan meer psychische ondersteuning en het werken aan oplossingen voor de noodsituatie van de vrouw, die na een abortus vaak nog steeds bestaat.","504",NA
"De SGP stelt extra geld voor dit doel beschikbaar.","504",NA
" Om de hulp aan vrouwen in nood voortdurend te kunnen verbeteren, is het nodig om de redenen te registreren waarom onbedoeld zwangere vrouwen hun zwangerschap willen afbreken.","603",NA
"Omgang met beperkingen","H",NA
" De VN-verdragen over de rechten van het kind en over de rechten van personen met een handicap gaan uitdrukkelijk óók over het ongeboren leven.","603",NA
"Abortus vanwege een gevreesde handicap is dan ook ontoelaatbare discriminatie van gehandicapt leven.","603",NA
"De overheid heeft juist de taak om de acceptatie van mensen met een beperking te bevorderen.","603",NA
" Prenataal onderzoek ontaardt in de praktijk steeds vaker in prenatale selectie.","603",NA
"Dat zien we onder meer bij de selectie op het Downsyndroom.","603",NA
"Daarom willen we dat met dit onderzoek erg terughoudend omgegaan wordt.","603",NA
"Zolang abortus is toegestaan mag prenataal onderzoek (zoals de NIP-test en de 20-wekenecho) pas na afloop van de abortustermijn plaatsvinden, tenzij er goede prenatale behandelingen zijn om een beperking vroegtijdig te voorkomen of te genezen.","603",NA
"Prenatale testen worden niet kosteloos aangeboden.","603",NA
" Aan ouders bij wie geconstateerd is dat hun kindje mogelijk een beperking of een handicap heeft, moet betere informatie worden aangeboden.","603",NA
"Zij moeten duidelijke voorlichting meekrijgen waarin objectieve en volledige informatie gegeven wordt over de waarde van gehandicapt leven, de ondersteuningsmogelijkheden bij de opvoeding en de eventuele behandelmogelijkheden.","603",NA
" De SGP stelt geld beschikbaar voor prenatale geneeskunde.","504",NA
"Te denken valt aan de ontwikkeling van een 3D-printer waarmee een ongeboren kind met een open rug al vóór de twintigste week van de zwangerschap in de baarmoeder geopereerd kan worden.","504",NA
"Internationaal","H",NA
" Abortus is geen ‘exportproduct’.","603",NA
"Abortusboten of mobiele klinieken krijgen geen vergunning en al afgegeven vergunningen worden ingetrokken.","603",NA
" Nederlandse en Europese subsidies aan organisaties die abortus internationaal promoten of uitvoeren, worden geschrapt.","603",NA
"Het geld dat daarmee beschikbaar komt, wordt gebruikt om de hulpverlening aan onbedoeld zwangere vrouwen te verbeteren.","603",NA
" Het is vreselijk dat in landen als China en India op grote schaal sprake is van het doden van geboren meisjes of het aborteren van ongeboren meisjes, enkel en alleen omdat zij een meisje zijn.","603",NA
"De regering moet het aangenomen voorstel van de SGP om deze gendercide te bestrijden voortvarend uitvoeren.","603",NA
" Nederland moet zich inspannen om de internationale handel via internet met erfelijk menselijk materiaal te bestrijden.","605.1",NA
"Wetenschappelijk onderzoek","H",NA
" Embryo’s zijn geen dingen, maar kleine mensen.","603",NA
"Dus: geen onderzoeksmateriaal.","603",NA
"De overheid financiert onderzoek met embryo’s daarom niet langer.","603",NA
"De mogelijkheden voor embryoselectie worden ingetrokken.","603",NA
" Er mag geen genetisch onderzoek worden toegestaan dat niet voldoet aan ethische criteria, waarbij de eerbied voor het leven het belangrijkste ijkpunt is.","603",NA
" Voor stamcelonderzoek mogen alleen stamcellen van volwassenen gebruikt worden.","603",NA
" Het verbod op therapeutisch kloneren blijft gehandhaafd.","603",NA
"Het einde van het leven","H",NA
"Palliatieve zorg","H",NA
"Goede palliatieve zorg en pijnbestrijding kan voor mensen die lijden aan een levensbedreigende ziekte enorm veel betekenen.","504",NA
"Het leidt tot een betere ‘kwaliteit van het leven’.","504",NA
"Dat besef dringt steeds verder door, wat zich vertaalt in veel meer aandacht voor de zorg rondom een ziek- en sterfbed.","504",NA
"De afgelopen jaren is er op dit punt al veel bereikt.","504",NA
"Maar er kan nog véél meer worden gedaan!","504",NA
" Voldoende tijd en geld voor het voeren van een empathisch gesprek tussen de arts en een ongeneeslijk zieke patiënt is cruciaal om de behandel(on)mogelijkheden in kaart te brengen.","504",NA
"Hiermee kan overbehandeling voorkomen worden.","504",NA
" Een eenduidige, persoonsvolgende financiering van de palliatieve zorg is hard nodig.","504",NA
"Alle mensen met een levensbedreigende aandoening krijgen daarmee toegang tot palliatieve zorg op de plek waar zij dat wensen.","504",NA
"Door betere zorg in een (bijna) thuissetting, kan het aantal onnodige ziekenhuisopnamen worden verminderd.","504",NA
" Palliatieve zorg wordt niet alleen in de allerlaatste levensfase ingezet, maar waar mogelijk ook eerder gedurende een ziekteproces.","504",NA
" Er komt een hulplijn voor palliatieve zorg waar mensen terecht kunnen met urgente vragen en knelpunten.","504",NA
" Er komen meer palliatieve zorgvoorzieningen voor kinderen.","504",NA
"Daar wordt niet alleen zorg geboden die nodig is, maar ook (tijdelijke) zorg voor ernstig zieke kinderen, zodat hun ouders even op adem kunnen komen.","504",NA
" De palliatieve zorg aan mensen met een psychiatrische achtergrond staat nog in de kinderschoenen.","504",NA
"De SGP wil daarom geld beschikbaar stellen voor onderzoek op dit terrein.","504",NA
" In de opleiding van artsen, verpleegkundigen en verzorgenden moet er meer aandacht komen voor palliatieve zorg.","504",NA
"Euthanasie","H",NA
"Het leven is het meest kostbare geschenk dat God ons geeft.","603",NA
"Daar moeten mensen van afblijven.","603",NA
"Dat geldt eens temeer als het gaat om het actief beëindigen van het leven van hen die moeite hebben hun wil te uiten, zoals mensen met dementie.","603",NA
"Het begrip ‘uitzichtloos en ondraaglijk lijden’ wordt op die manier steeds verder opgerekt.","603",NA
"Beter is het om het lijden te verlichten door excellente (palliatieve) zorg.","603",NA
"Of, heel waardevol, eenzaamheid te voorkomen.","603",NA
"Het zou natuurlijk het allerbeste zijn als de ‘Euthanasiewet’ zou worden ingetrokken.","603",NA
"Daar lijkt vooralsnog geen meerderheid voor te zijn.","603",NA
"Daarom wil de SGP de volgende maatregelen:","603",NA
" Uitbreiding van de mogelijkheden voor euthanasie bij dementie, psychiatrische ziekten of op welke andere grond ook, mag niet worden toegestaan.","603",NA
" Palliatieve sedatie mag nooit gebruikt worden als sluiproute om de zorgvuldigheidseisen voor euthanasie te ontlopen.","603",NA
" ‘Euthanasieshopping’ van de ene arts naar de andere om hoe dan ook euthanasie te kunnen (laten) plegen is ongewenst.","603",NA
"Dat kan in ieder geval voorkomen worden als het criterium ‘uitzichtloos en ondraaglijk lijden’ wordt begrensd.","603",NA
" Hulp bij zelfdoding is verboden.","603",NA
"Daar moet óók onder vallen het geven van informatie over hoe dat kan.","603",NA
" Legaliseren van een zelfmoordpil voor mensen die niet in aanmerking komen voor euthanasie of zogenaamd ‘klaar met leven zijn’, is een levensgevaarlijke ontwikkeling.","603",NA
"Niet aan beginnen dus!","603",NA
" Er mag geen maatschappelijk klimaat ontstaan, waarin ouderen of mensen met veel zorgkosten, druk ervaren om een einde aan hun leven te maken.","603",NA
" Eenzaamheid en ervaren overbodigheid zijn grote problemen onder ouderen, die de roep om een voortijdige dood kunnen versterken.","603",NA
"De overheid moet gemeenten, maatschappelijke organisaties en kerken daarom stimuleren om de eenzaamheid onder mensen te bestrijden.","603",NA
"De landelijke overheid faciliteert dit door inspirerende voorbeelden te verspreiden.","603",NA
"Ook kunnen scholen met een maatschappelijke stage jongeren in contact brengen met ouderen.","603",NA
" Als een Toetsingscommissie Euthanasie niet unaniem is in haar oordeel over een euthanasiedossier, dient de rechter zich daar altijd over te buigen.","603",NA
"Daarmee kan een steeds verder oprekken van de euthanasiepraktijk worden tegengegaan.","603",NA
"Orgaandonatie","H",NA
"Bij orgaandonatie gaat het om een emotioneel en gevoelig onderwerp:","603",NA
"voor mensen die een keuze moeten vastleggen, voor nabestaanden die daadwerkelijk met orgaandonatie te maken krijgen als een geliefde is overleden en voor mensen die wachten op een orgaan.","603",NA
"Daarom zijn er ook geen gemakkelijke antwoorden.","603",NA
" De keuze om wel of geen orgaandonor te willen zijn, is een gewetensvolle, persoonlijke keuze die mensen zelf moeten maken.","603",NA
"De SGP is daarom tegen een zogenaamd Actief Donorregistratiesysteem, waarbij mensen automatisch donor worden wanneer ze geen keuze registreren.","603",NA
" De SGP begrijpt de nood van mensen die wachten op een donororgaan.","603",NA
"De SGP vindt daarom dat de overheid moet investeren in goede voorlichting, waarmee mensen gemotiveerd worden om een keuze vast te leggen.","603",NA
"Ook artsen kunnen deze vraag op gepaste momenten aan de orde stellen.","603",NA
" Technologische innovaties, zoals de ontwikkeling van kunstorganen, kunnen eraan bijdragen dat er meer mensen geholpen kunnen worden die op een wachtlijst staan.","603",NA
"Dergelijke innovaties wil de SGP, mits ethisch verantwoord, stimuleren.","603",NA
" Er komt meer aandacht voor goede voorlichting en zorgvuldige procedures in ziekenhuizen.","603",NA
"Suïcidepreventie","H",NA
"Elke (poging tot) suïcide is diep tragisch;","603",NA
"niet alleen voor de persoon die het betreft zelf, maar ook voor diens naasten.","603",NA
"De SGP wil zich daarom ook in de komende periode sterk maken voor het terugdringen van het aantal suïcides en het verbeteren van de hulp aan mensen die een suïcidepoging hebben gedaan of rondlopen met suïcidale gedachten.","603",NA
" Voor 113-Online, een organisatie die hulp biedt aan mensen met suïcidale gedachten en veel weet over suïcidepreventie, moet meer geld worden uitgetrokken.","504",NA
" De SGP wil meer geld voor onderzoek naar effectieve behandelingen en maatregelen om suïcides te voorkomen.","504",NA
" Alle suïcidepogingen moeten anoniem worden geregistreerd om zo zicht te krijgen op wat mensen drijft.","603",NA
"Met de verkregen informatie worden de behandelmogelijkheden verbeterd.","603",NA
" Hulpverleners dienen meer getraind te worden om suïcidale gedachten beter te herkennen en hiermee om te gaan.","603",NA
"Het betrekken van de ‘naasten’ is daarbij onontbeerlijk.","603",NA
" Er moet meer aandacht komen voor het bijstaan van nabestaanden.","603",NA
"2. Volksgezondheid","H",NA
"Goede zorg is een christelijke opdracht.","504",NA
"Een zaak van hoofd, hart en handen.","504",NA
"Met de gelijkenis van de barmhartige Samaritaan als een inspirerend voorbeeld.","504",NA
"De afgelopen jaren is er in de zorg veel veranderd.","504",NA
"Voor een deel was dat noodzakelijk om de zorg ook voor toekomstige generaties betaalbaar te houden.","504",NA
"En ook voor de toekomst blijft dat een uitdaging.","504",NA
"De SGP zet zich ervoor in dat iedereen - jong en oud - goede én betaalbare zorg krijgt die bij hem of haar past.","504",NA
"Daarvoor is nodig dat de kwaliteit van de zorg verder omhoog gaat.","504",NA
"En dat mensen altijd kunnen kiezen voor zorg die aansluit bij hun eigen levensovertuiging en wensen.","504",NA
"Een van de grootste ergernissen van werkers in de zorg is de papieren en digitale rompslomp.","603",NA
"Die gaat ten koste van goede zorg en het werkplezier.","603",NA
"Dat kan en moet anders.","603",NA
"Goede zorg moet weer op de eerste plaats komen;","603",NA
"niet allerlei regeltjes die daar weinig aan bijdragen.","603",NA
"De SGP vindt dat we weer terug moeten naar een samenleving waar mensen naar elkaar omzien.","606.1",NA
"Mantelzorgers en vrijwilligers zijn daarbij onmisbaar.","606.1",NA
"Zij verdienen daarom een enorme steun in de rug.","606.1",NA
"Informele en professionele zorg moeten veel meer hand in hand gaan.","606.1",NA
"En natuurlijk worden mensen die zich inzetten voor hun naaste, daarvoor niet meer financieel afgestraft door ons belastingstelsel.","606.1",NA
"Preventie","H",NA
"Gezond leven is allereerst een zaak van de mensen zelf.","505",NA
"Maar de overheid kan een handje helpen door gezond gedrag te stimuleren en ongezond gedrag te ontmoedigen.","505",NA
"Bijvoorbeeld door voorlichting of onderzoek.","505",NA
"Voorkomen is beter dan genezen!","505",NA
" Verzekeraars en gemeenten hebben allebei een taak op het gebied van preventie.","504",NA
"Daarom stimuleert de SGP gemeenten en verzekeraars om samen met andere belanghebbenden te investeren in de gezondheid van mensen.","504",NA
" Ouderen en patiënten met een hoog risico krijgen ieder jaar een gratis medicatiebeoordeling.","504",NA
"Daarmee kunnen ziekenhuisopnames na verkeerd medicijngebruik voorkomen worden.","504",NA
" Sport en beweging zijn gezond.","504",NA
"Het geld dat de overheid nu besteedt aan topsport, kan beter besteed worden aan het stimuleren van bewegen en aan breedtesport.","504",NA
"Zorg","H",NA
"Medische zorg","H",NA
"Iedereen heeft recht op betaalbare, toegankelijke en kwalitatief goede medische zorg.","504",NA
"En: goede zorg dichtbij huis is wél zo prettig.","504",NA
"Dat geldt met name voor zorg die gegeven wordt door professionals in de eerste lijn, zoals huisartsen, apothekers, wijkverpleegkundigen en paramedici.","504",NA
"Als die goed samenwerken en op elkaar afgestemd zijn, is de patiënt het best af.","504",NA
"Bij het maken van een keuze voor een zorgaanbieder, is het belangrijk dat mensen weten hoe het zit met de kwaliteit en de prijs van de geboden zorg.","504",NA
"Een prioriteit van de komende vier jaar is om deze inzichtelijk te maken.","504",NA
" Het basispakket wordt niet beperkt.","504",NA
"Wel willen we dat er binnen het basispakket zoveel mogelijk zorg op maat wordt aangeboden en dat onnodige behandelingen worden voorkomen.","504",NA
" De SGP verlaagt het eigen risico.","504",NA
" De hoogte van het eigen risico mag er niet toe leiden dat zorg gemeden wordt die iemand nodig heeft.","504",NA
"De zorgtoeslag blijft een belangrijk instrument om mensen te compenseren als de kosten te hoog oplopen.","504",NA
" Mensen die dat willen, krijgen voortaan de mogelijkheid om te kiezen voor een hoger vrijwillig eigen risico, uiteraard in ruil voor een forse premieverlaging.","504",NA
" Het zou goed zijn als er naast de 1-jarige polis ook méérjarige polissen worden aangeboden door de verzekeraars.","504",NA
"Mensen die hiervan gebruik maken, krijgen aantrekkelijke polisvoorwaarden.","504",NA
"Verzekeraars worden dankzij deze maatregel gestimuleerd om langdurig te investeren in preventie en de kwaliteit van zorg.","504",NA
" Patiënten krijgen meer inzicht in hun zorgrekening.","504",NA
"Als zij fouten ontdekken in hun zorgrekening verdienen zij een bonus van hun zorgverzekeraar, bijvoorbeeld door een korting op hun eigen risico.","504",NA
" Patiënten krijgen online toegang tot hun medisch dossier, mits de veiligheid en de privacy goed gewaarborgd zijn.","504",NA
" Samenwerking in de zorg, met name bij complexe zorg, dient te worden bevorderd.","504",NA
"Regels die samenwerking in de weg staan, worden geschrapt.","504",NA
" Relatief eenvoudige, veel voorkomende zorg of spoedeisende hulp dienen in de buurt beschikbaar te zijn in een regionaal ziekenhuis, een zelfstandig behandelcentrum of een polikliniek.","504",NA
"Bij complexe zorg kan het nodig zijn dat die aangeboden wordt in een gespecialiseerd ziekenhuis voor betere kwaliteit.","504",NA
" Verpleegkundige topzorg, waarbij alle wijkverpleegkundigen in een regio gebruik kunnen maken van hoogwaardige verpleegkundige ondersteuning en deskundigheid vanuit een gespecialiseerd ziekenhuis of een universitair centrum, leidt tot betere én goedkopere zorg thuis.","504",NA
