"content","cmp_code","eu_code"
"In 2016 hadden we wereldwijd alle hernieuwbare grondstoffen voor dat jaar al op 8 augustus opgebruikt.","416.2",NA
"Deze Earth Overshoot Day valt elk jaar eerder.","416.2",NA
"Het ecologische tekort is daardoor al opgelopen tot meer dan 30%.","416.2",NA
"We hebben de grondstoffen hard nodig, ook voor mensen in ontwikkelingslanden en voor toekomstige generaties.","416.2",NA
"Zorg voor dieren, milieu en natuur is niet een luxe waar nu even geen geld voor is, maar essentieel voor duurzame economische ontwikkeling.","416.2",NA
"Er komt een houdbare begroting voor de overheidsfinanciën.","414",NA
"Daarnaast komt er een groene staatsbalans:","416.2",NA
"een verlies- en winstrekening die de effecten van beleid op mens, dier, natuur, klimaat en milieu laat zien.","416.1",NA
"Regionalisering van de economie.","H",NA
"Veel producten kunnen beter regionaal dan ver weg worden geproduceerd.","416.2",NA
"Denk aan voedsel en energie.","416.2",NA
"Sinds lange tijd maakt Nederland nauwelijks meer zelf producten als kleding, schoenen en meubels.","406",NA
"Ook laten we producten steeds minder vaak repareren of herstellen en zijn we geen koploper in het ontwikkelen en maken van duurzame producten zoals zonnepanelen.","406",NA
"Dit is een gemiste kans;","406",NA
"veel mensen in ons land beschikken over sterke ondernemingszin en veel creativiteit.","406",NA
"Laten we die gebruiken!","406",NA
"Nederland gaat zich veel meer richten op een echte maak- en hersteleconomie.","416.2",NA
"We gaan duurzame producten maken en veel meer producten herstellen of een nieuwe bestemming geven.","416.2",NA
"De landbouw richt zich niet langer op bulkproductie en verlaat haar agressieve exportstrategie.","703.2",NA
"In plaats daarvan verlegt Nederland haar aandacht naar duurzame productie voor de regionale markt.","416.2",NA
"De Nederlandse overheid besteedt jaarlijks ruim 60 miljard euro aan producten en diensten.","412",NA
"Dat is bijna 10% van het bruto binnenlands product (bbp).","412",NA
"Hiermee hebben overheden en semioverheden een krachtig instrument in handen voor verduurzaming, innovatie en versterking van het midden- en kleinbedrijf.","412",NA
"De aanbestedingsprocedures worden zodanig aangepast dat alle inkopen gegarandeerd duurzaam, diervriendelijk en sociaal verantwoord zijn.","412",NA
"Met name het midden- en kleinbedrijf moet hiervan kunnen profiteren.","704",NA
"Meer banen, minder grondstoffengebruik: een nieuw, groen belastingstelsel.","H",NA
"Als we belastingen gaan heffen op grondstoffen en onduurzame producten, kan de belasting op arbeid fors omlaag.","402",NA
"Hierdoor is het voor bedrijven eenvoudiger om mensen in dienst te nemen, kan Nederland banen behouden en creëren en krijgen mensen meer bestedingsruimte.","402",NA
"Het gaat lonen om het gebruik van grondstoffen te verminderen en om te recyclen.","402",NA
"","402",NA
"De belasting op arbeid wordt verlaagd en de belasting op grondstoffen wordt verhoogd.","402",NA
"We kunnen jaarlijks miljarden euro’s besparen als de milieuschadelijke (indirecte) subsidies worden afgeschaft.","416.2",NA
"Zo moet er een einde komen aan de belastingkortingen voor producenten en (groot)verbruikers van fossiele energie.","416.2",NA
"Nederland stelt een nultarief in voor duurzame producten zoals (biologische) groenten en fruit en een hoog tarief voor producten die schadelijk zijn voor mensen, dieren, natuur en milieu.","416.2",NA
"De Partij voor de Dieren pleit voor het beprijzen van schaarse grondstoffen en producten die grote negatieve milieueffecten hebben, zoals hout, kolen en fosfaat.","416.1",NA
"Er worden onnodig veel (plastic) verpakkingen gebruikt.","501",NA
"Producenten moeten daarvoor gaan betalen om zo het gebruik van verpakkingsmateriaal terug te dringen.","412",NA
"Het wordt fiscaal goedkoper om te bouwen in reeds bestaande bebouwde ruimte.","412",NA
"Denk aan renovaties, bouwen op eigen erf, tiny houses (verplaatsbare kleine huizen), et cetera.","412",NA
"Bouwen op eerder onbebouwde grondpercelen wordt duurder.","412",NA
"De energiebelasting wordt gedifferentieerd:","412",NA
"kolenstroom wordt duurder dan gas, groene stroom wordt minder belast.","501",NA
"Zelf opgewekte groene stroom blijft onbelast.","501",NA
"De belastingvrijstelling voor werkgeversvergoedingen voor reiskosten met het openbaar vervoer blijft bestaan.","416.2",NA
"De fiscale stimulering van fietsen blijft behouden.","416.2",NA
"Er komt een gerichte kilometerheffing die rekening houdt met tijdstip en plaats van het autoverkeer.","416.2",NA
"De privacy van de gebruiker wordt daarbij gegarandeerd.","201.1",NA
"Er komt een kilometerheffing voor vrachtverkeer van 15 cent.","411",NA
"De negatieve milieueffecten van vliegverkeer worden in de prijs van vliegtickets verwerkt.","501",NA
"Nederland voert deze accijns zelf in en gaat deze ook bepleiten in de Europese Unie.","501",NA
"Nederland stopt het faciliteren van grootschalige belastingontwijking door multinationals, en maakt alle deals (tax rulings) die gesloten zijn met bedrijven openbaar.","503",NA
"Een betere verdeling van werk.","H",NA
"Veel mensen verkeren in onzekerheid en vragen zich af of ze ooit nog wel een baan of een vast contract krijgen.","701",NA
"Tegelijkertijd zorgt het toegenomen werktempo en de noodzaak om continu te presteren voor meer stress en haast in onze samenleving.","701",NA
"Meer mensen vallen buiten de boot.","701",NA
"Bovendien loont werken voor steeds meer mensen in Nederland minder.","701",NA
"Zeker voor mensen met een laag opleidingsniveau.","701",NA
"De ontwikkeling van de lonen en salarissen stagneert, terwijl de winsten en reserves van multinationals recordhoogtes bereiken.","701",NA
"Flexwerk blijkt vooral te bestaan uit kortdurende baantjes.","701",NA
"Ouderen en jongeren hebben steeds meer moeite de eindjes aan elkaar te knopen bij gebrek aan voldoende werkuren.","701",NA
"Kortere werkweken dragen bij aan een betere verdeling van het beschikbare werk en moeten voor iedereen mogelijk gemaakt worden.","416.1",NA
"Ze brengen tegelijkertijd de werkloosheid en de milieudruk van onze samenleving omlaag.","416.1",NA
"Een betaalde baan wordt zo ook beter te combineren met mantelzorg, ouderschap of vrijwilligerswerk.","416.1",NA
"Het illustreert ons ideaal om in een maatschappij te leven waarin betaalde arbeid niet langer als het enige of voornaamste doel in het leven wordt gezien.","416.1",NA
"Voor je inkomen mag het bovendien niet uitmaken waar je vandaan komt, of je man of vrouw bent, getrouwd, samenwonend of alleenstaand, lesbisch of transgender, et cetera.","416.1",NA
"Een basisinkomen zou het mogelijk kunnen maken dat veel meer maatschappelijke activiteiten kunnen worden ontplooid die nuttig zijn voor de samenleving.","416.1",NA
"Uitkeringsgerechtigden hebben nu te weinig mogelijkheden om naast een uitkering iets bij te verdienen, waardoor een parttime baan vaak niets oplevert.","416.1",NA
"We willen dat werkzoekenden vrijwilligerswerk en stages kunnen doen, ook als dat werk niet direct op terugkeer naar de arbeidsmarkt gericht is.","416.1",NA
"Minder uitvoeringskosten, meer helderheid voor de burger.","416.1",NA
"Er komt een onderzoek naar de mogelijkheden voor het (gefaseerd) invoeren van een basisinkomen voor iedere Nederlandse burger.","416.1",NA
"Pilots op dit gebied worden gestimuleerd.","416.1",NA
"Er komt een wettelijke regeling die de ontslagvergoeding koppelt aan het aantal jaren dat een werknemer gewerkt heeft, volgens de bekende systematiek van de kantonrechtersformule.","412",NA
"Bij- en herscholing worden aangemoedigd en gefaciliteerd door de overheid, ook door het aanbieden van stageplaatsen en het opnieuw inrichten van een goed stelsel van volwasseneneducatie;","506",NA
"onderwijs moet niet langer louter jeugdonderwijs zijn.","506",NA
"De overheid gaat armoede actiever bestrijden met onder meer laagdrempelige schuldhulpverlening en met maatwerk voor steden en platteland.","504",NA
"Veel boeren staat het water aan de lippen wegens de moordende concurrentie bij schaalvergroting en intensivering:","703.1",NA
"de overheid zal hulp moeten bieden in het organiseren van laagdrempelige (psychosociale) hulpverlening en eventuele omschakeling.","504",NA
"Jongeren zonder baan kunnen werken aan betere kansen op de arbeidsmarkt in werkgelegenheidsprojecten in onder meer de zorg en de biologische landbouw.","412",NA
"Er komt geen inkomenstoets per huishouden, de bijstandsuitkering wordt gebaseerd op het individu.","604",NA
"Het vangnet voor jongeren met een beperking (de Wajong) blijft bestaan.","504",NA
"Zij krijgen kansen op een zinvolle en nuttige dagbesteding met doorgroeimogelijkheden naar een betaalde baan.","504",NA
"De regeling voor sociale werkplaatsen blijft behouden en wordt zodanig ingezet dat mensen dichtbij hun huis betekenisvol werk kunnen doen, op hun eigen niveau, met voldoende begeleiding en voor een fatsoenlijk loon.","504",NA
"De kinderbijslag wordt afhankelijk gemaakt van het inkomen van de ouders.","412",NA
"Drie maanden betaald ouderschapsverlof voor vaders wordt mogelijk, zodat ouders hun zorgtaken goed kunnen combineren met hun werk.","604",NA
"Onderzocht wordt of kinderopvang standaard onderdeel kan worden van het door de overheid aangeboden basisonderwijs, naar Scandinavisch model.","413",NA
"De modelovereenkomst vervalt zo snel mogelijk.","412",NA
"Er komt een eenvoudige en fraudebestendige Verklaring Arbeidsrelatie (VAR).","412",NA
"Hierdoor krijgen zzp’ers en hun opdrachtgevers meer zekerheid.","412",NA
"Het wordt voor zzp’ers eenvoudiger om vrijwillig te sparen voor pensioen of zich te verzekeren.","504",NA
"Zzp’ers krijgen toegang tot een (collectieve) arbeidsongeschiktheids- en pensioenverzekering.","504",NA
"Het urencriterium wordt vervangen door een progressief winstboxenstelsel, waardoor de belasting afhangt van het inkomen en het aantrekkelijker wordt om parttime als zzp’er te werken.","412",NA
"Een zekere oude dag.","H",NA
"De Partij voor de Dieren wil oud en jong eerlijk behandelen.","503",NA
"Een samenleving met veel werkzoekende ouderen kan niet doorgaan met het verhogen van de AOWleeftijd.","503",NA
"Er moet daarom een flexibele AOW-leeftijd komen, mede gebaseerd op het aantal gewerkte jaren.","503",NA
"Wie 40 jaar gewerkt heeft, krijgt vanaf 65 jaar AOW.","503",NA
"Wie een uitkering heeft op 65-jarige leeftijd, krijgt vanaf dan AOW.","503",NA
"Het wordt mogelijk te kiezen voor een lagere AOW-leeftijd in ruil voor een in evenredigheid aangepaste AOW-uitkering.","503",NA
"Gelet op de werkloosheidscijfers en het gebrek aan vacatures voor 60-plussers wordt de sollicitatieplicht voor deze leeftijdscategorie afgeschaft.","504",NA
"Waar de bestedingsruimte van 30-minners en ouderen is achtergebleven bij andere groepen, wordt deze hersteld.","503",NA
"De gevolgen van de slecht presterende beurzen en de lage rentestand mogen niet eenzijdig bij de ouderen worden gelegd.","503",NA
"De vermogensrendementsheffing op basis van een fictief rendement wordt geschrapt.","303",NA
"Het gemiddeld gerealiseerde rendement over de laatste vijf jaar wordt de nieuwe heffingsgrondslag.","303",NA
"De mantelzorgboete wordt geschrapt.","606.1",NA
"Er komt duidelijkheid over alle kosten van pensioenfondsen.","303",NA
"De pensioenfondsen worden gedemocratiseerd, zodat werknemers zeggenschap krijgen over het belonings- en provisiebeleid en over wat pensioenfondsen met hun geld doen.","202.1",NA
"De 1300 miljard euro investeringsruimte van de pensioenfondsen biedt een geweldige kans om bedrijven die maatschappelijk verantwoord ondernemen te stimuleren en te belonen.","413",NA
"Het beleid van pensioenfondsen om te investeren in onduurzame sectoren als de vee-industrie, fossiele brandstoffen en in de wapenindustrie, wordt aangepakt.","413",NA
"Pensioenfondsen mogen geen nieuwe investeringen doen in deze sectoren zonder een bindend ledenreferendum.","416.2",NA
"Werknemers krijgen meer vrijheid en flexibiliteit om keuzes te maken in hun eigen pensioenopbouw.","202.1",NA
"Zij kunnen het pensioen onderbrengen bij een groen investeringsfonds indien dat bij hun huidige pensioenfonds niet mogelijk is.","416.2",NA
"Ook kunnen zij kiezen voor een flexibele pensioenleeftijd of een deeltijdpensioen.","202.1",NA
"Banken aan banden.","H",NA
"Het onverantwoorde gedrag van veel banken, gekenmerkt door winstbejag, torenhoge bonussen en investeringen in onduurzame industrieën, heeft de wereld in een diepe crisis gestort.","403",NA
"Het toezicht op de banken heeft ernstig gefaald.","403",NA
"Regulering van de bankensector is hard nodig.","412",NA
"Banken die ‘te groot zijn om te falen’ horen te worden opgesplitst.","412",NA
"Banken worden opgedeeld in nutsbanken, voor betalingsverkeer, spaargeld en lokale kredietverlening, en zakenbanken.","413",NA
"In geval van calamiteiten zijn de publieke functies dan eenvoudiger overeind te houden, zonder dat zakenbanken gered hoeven te worden met belastinggeld.","413",NA
"Nederland moet ervoor zorgen dat het binnen de EU de mogelijkheid behoudt om de banken strengere regels op te leggen dan internationaal is overeengekomen.","412",NA
"De kapitaalbuffers (eigen vermogen uitgedrukt als percentage van het bedrag aan uitgeleend geld) van Nederlandse banken moeten veel hoger worden dan momenteel het geval is:","412",NA
"vier procent is te laag, het streefcijfer moet vijftien zijn.","412",NA
"Er komt een groene investeringsbank, in handen van de overheid.","413",NA
"In samenwerking met private groene banken kan zo geïnvesteerd worden in een duurzame en solidaire economie.","405",NA
"De groene investeringsbank maakt het voor het midden- en kleinbedrijf en groene start-ups makkelijker om aan kapitaal te komen.","413",NA
"Banken worden verplicht om investeringen, beleggingen en speculaties transparant te maken.","413",NA
"Vanuit haar platformfunctie bevordert de EU een gecoördineerde totstandkoming van bankenbelastingen en belastingen op financiële transacties in de lidstaten.","108",NA
"Banken mogen geen risico’s nemen die los staan van het klantbelang.","403",NA
"Handel voor eigen rekening wordt verboden.","403",NA
"Wij willen af van complexe financiële producten.","403",NA
"Geen bonussen in de financiële sector.","403",NA
"Dat past niet bij de maatschappelijke functie.","412",NA
"Er wordt op toegezien dat het schrappen van bonussen niet gecompenseerd wordt via omwegen.","412",NA
"Commerciële banken hebben te veel macht over het creëren van geld en ze houden de schuldeneconomie in stand.","412",NA
"Er moet worden onderzocht hoe een nieuw democratisch, transparant systeem van geldcreatie kan worden ingevoerd.","412",NA
"2. Dierenrechten","H",NA
"Dieren hebben het recht om te leven naar hun aard.","H",NA
"De Partij voor de Dieren vindt dat we moeten streven naar een samenleving waarin zo min mogelijk dieren worden gebruikt door de mens.","501",NA
"Dieren verdienen een goede bescherming en een leven naar hun aard en behoeften.","501",NA
"Dierenrechten moeten in de grondwet worden opgenomen.","501",NA
"Het welzijn van veel dieren komt in gevaar door de manier waarop ze worden gefokt, verhandeld, gehouden of gedood.","501",NA
"Waar mensen dieren mishandelen of verwaarlozen moet hard worden ingegrepen.","501",NA
"Stop dierproeven.","H",NA
"Experimenten op dieren zijn onethisch en worden zo spoedig mogelijk volledig gestopt.","501",NA
"De proeven en de manier waarop de dieren zijn gehuisvest veroorzaken pijn, angst en stress.","501",NA
"Bovendien heeft het merendeel van de medicijnen - als die al lijken te werken bij een proefdier - niet hetzelfde effect bij mensen.","501",NA
"Er is dringend behoefte aan betere modellen zonder dieren.","501",NA
"Zo kunnen we aandoeningen en ziektes bij mens en dier effectiever voorkómen en genezen.","501",NA
"Investering in alternatieven voor proefdieronderzoek krijgt hoogste prioriteit.","501",NA
"Nederland zet zich in voor een versnelling van de internationale erkenning en toepassing van proefdiervrije onderzoeks- en testmethoden.","501",NA
"Onderzoek met primaten (waaronder mensapen) wordt zo snel mogelijk verboden.","501",NA
"Er komt een plan (met tijdpad) om het apenonderzoekscentrum BPRC zo spoedig mogelijk te sluiten.","501",NA
"Aanvragen voor dierproeven worden strenger getoetst.","501",NA
"Een aanvraag indienen kan alleen ná uitgebreid literatuuronderzoek.","501",NA
"Zolang er nog dierproeven gedaan worden, is internationale data-uitwisseling (via een openbare databank) verplicht om herhaling van dierproeven te vermijden.","501",NA
"Er komt een einde aan het fokken en doden van proefdieren die in voorraad worden gehouden.","501",NA
"Biotechnologie bij dieren - waaronder genetische manipulatie en klonen - wordt verboden.","501",NA
"Het wordt mogelijk dat een rechter de naleving van de Wet op de dierproeven kan toetsen.","501",NA
"Burgers en maatschappelijke organisaties krijgen mogelijkheden om bezwaar te maken tegen voorgenomen dierproeven.","501",NA
"Geen pelsdieren of dieren voor donsproductie in fokkerijen, geen producten van deze dieren in winkels.","H",NA
"Bont en dons zijn producten zonder enige noodzaak.","703.2",NA
"Gebruik van bont of dons rechtvaardigt op geen enkele wijze dat dieren hiervoor lijden.","703.2",NA
"Hoewel het fokken van nertsen voor bont vanaf 2024 in Nederland verboden zal zijn, proberen sommige nertsenfokkers nog snel hun bedrijven uit te breiden.","703.2",NA
"Bont van onder andere wasbeerhonden, vossen en coyotes wordt op grote schaal geïmporteerd en verkocht als jaskragen.","703.2",NA
"Uitbreiding van de bontfokkerij wordt niet toegestaan.","703.2",NA
"Import, export, doorvoer en verkoop van alle soorten bont wordt verboden.","703.2",NA
"Zolang bont nog verkocht mag worden, is duidelijke labelling van bontproducten verplicht, met informatie over herkomst en het aantal dieren dat voor het product is gedood.","703.2",NA
"Ook op leren producten moet de herkomst van het leer verplicht vermeld worden.","703.2",NA
