"text","cmp_code"
"Wie op al die plekken ziet dat metaalbedrijven, transportondernemingen en creatieve ondernemingen de Nederlandse economie draaiende houden en werkgelegenheid realiseren op alle niveaus, die realiseert zich hoeveel kansen Nederland heeft om zich klaar te stomen voor de toekomst.","410"
"Maar die kansen worden niet vanzelf benut.","305"
"Daarvoor moeten actief ontwikkelingen worden aangejaagd.","416"
"Daarvoor moet soms een richting worden voorgeschreven, richting een duurzame economie, waardoor nieuwe groei mogelijk wordt gemaakt.","416"
"Economische kansen benutten vraagt om een visie.","305"
"Die inspirerende visie op de toekomst bieden wij in dit programma.","305"
"Een visie die zicht biedt op een begro-tingsbeleid dat zich niet blind staart op een incidenteel begrotingsresultaat in 2013,","409"
"maar zich richt op snel structureel herstel van de overheidsfinanciën in 2017.","414"
"Zo voorkom je het afknijpen van de koopkracht van gezinnen en geef je ruimte aan economische groei.","409"
"Een visie die zicht biedt op investeringen in innovatie en onderwijs, in vaklui en in ingenieurs, zodat we straks Made in Holland-producten kunnen exporteren.","410"
"Dus maken we technische opleidingen aantrekkelijker,","506"
"bestrijden we de uitval op technische universiteiten","506"
"en creëren we in samenwerking met bedrijven meer opleidingsplekken in het bedrijfsleven voor MBO’ers.","506"
"Een visie die zicht biedt op een dienstbare financiële sector en op meer investeringen in de reële econo-mie van bedrijven, ook van kleine bedrijfjes.","402"
"Daarom maken we een einde aan de bonuscultuur","403"
"en voeren we een belasting in op flitskapitaal.","403"
"We verruimen de kredietverlening aan bedrijven, met name aan het MKB,","402"
"maken investeringen door bedrijven aantrekkelijker te maken","402"
"en vergroten de publieke private inves-teringen met hulp van onze pensioenfondsen.","402"
"Een visie die zicht biedt op investeringen in duurzame energie en infrastructuur.","416"
"Na de afgelopen jaren van mislukt ”snoeien om te groeien” is het nu tijd voor een nieuwe trotse vorm van industriepolitiek, zodat we straks een nieuwe energievoorziening hebben wanneer de oude opraakt.","416"
"En zo ook nieuwe banen creëren waar oude verdwijnen.","701"
"We voeren een verplicht aandeel duurzaam in voor energiebedrijven, zodat 100% van onze energievoorziening in 2050 duurzaam is.","416"
"Ook leggen we een elektriciteitsnet op de Noordzee aan.","411"
"Dat maakt miljarden aan investeringen los.","410"
"Een visie die zicht biedt op een stevige basis van gezonde publieke voorzieningen.","305"
"De kracht van Nederland en het vertrouwen van Nederlanders rust op die basis van een goede publieke sector.","305"
"Op veili-ge straten, op betaalbare woningen, goede scholen en bereikbare ziekenhuizen.","504"
"Dat zijn de voorzieningen die samen de maatschappelijke ladder vormen waarlangs iedereen omhoog klimt.","503"
"Wie die ladder versterkt, versterkt de verheffende en verbindende kracht van de samenleving.","503"
"Daarom is veiligheid zo ongelofelijk belangrijk en zorgen we dus dat de mensen die onze veiligheid bewaken op straat meer verdienen dan de mensen achter het bureau.","605"
"We stoppen de uitdijende conglomeraten van scholen","301"
"en investeren in oplei-dingen en salarissen van leraren.","506"
"En we organiseren zorg dichtbij mensen","301"
"en maken een einde aan perver-se marktprikkels die de zorg onnodig duur maken.","413"
"We stoppen de oprukkende hyperflexibiliteit op de arbeidsmarkt door de positie van mensen met een flexibele baan te versterken","701"
"en alles op alles te zetten om mensen van baan naar baan te helpen.","701"
"We hervormen de woningmarkt op een eerlijke manier","408"
"die zekerheid biedt aan mensen voor een betaalbare huur of koopwoning.","504"
"We zorgen er ook voor dat de las-ten van onze publieke voorzieningen eerlijk worden gedeeld en vragen in krappe economische tijden van de sterkste schouders een extra bijdrage.","503"
"Dat is niet alleen eerlijk, zo kunnen we ook de koopkracht van gewone gezinnen beter op peil houden.","706"
"Deze toekomst staat niet op zichzelf, maar ligt in Europa.","108"
"Een welvarend Nederland kan niet zonder onze Europese omgeving.","108"
"Een Europa dat groeit, laat Nederland groeien.","108"
"Een Europa dat werkt, laat Nederland weer werken.","108"
"En net als in Nederland is ook in Europa dringend behoefte aan een nieuwe agenda.","305"
"Ook Europa heeft te lang doorgemodderd met het eenzijdige recept van bezuinigen.","305"
"Die benadering is inmid-dels failliet: politiek failliet, economisch failliet en sociaal failliet.","305"
"Gelukkig lijkt er een nieuwe wind door Europa te waaien.","305"
"Weg van de chagrijnige aaneenschakeling van topoverleggen met nieuwe bezuinigingsafspraken, maar gericht op perspectief, op groei en op bestrijding van de werkloosheid.","410"
"Er is een grote toekomst voor een sterk en sociaal Europa waarin landen steeds meer naar elkaar toe groeien, profiterend van elkaars kracht, en elkaars zwaktes opheffend.","503"
"Een Europa dat veel meer is dan een markt en een munt.","108"
"Een Europa waar samenwerking het wint van machtsuitoefening","108"
"en waarin de toekomst van onze kinderen belangrijker is dan instant bevrediging.","416"
"De verkiezing van president Hollande in Frankrijk en meer invloed van de sociaaldemocraten in Duitsland maken ruimte voor een nieu-we sociaaldemocratische wind door Europa.","503"
"Op woensdag 12 september zijn er verkiezingen in Nederland en kan ook hier ruimte komen voor een nieu-we visie.","202"
"Die verkiezingen gaan uiteindelijk niet over de Euro, over de BTW, over het PGB of over de AOW.","305"
"De verkiezingen gaan in essentie over de keuze tussen twee visies op hoe we het Nederland voor onze kin-deren willen vormgeven.","305"
"Welk land kunnen we onze kinderen laten zien over een of twee decennia?","305"
"Wordt dat een land dat zich achter de dijken heeft verschanst, waarin de overheid zich heeft teruggetrokken?","305"
"Een land dat probeert de concurrentie aan te gaan op de laagste lonen, de flexibelste arbeidscontracten, de karigste publieke voorzieningen of het snelste flitskapitaal?","701"
"Of kunnen we onze kinderen met trots een open samenleving nalaten, waarin we meer zijn dan een verzameling individuen?","606"
"Een land waarin we samen de cruciale voorzieningen opbouwen, waardoor iedereen de kans krijgt het beste uit zichzelf te halen?","503"
"De PvdA heeft gekozen.","305"
"Voor een alternatief dat Nederland sterker en socialer maakt.","503"
"Een alternatief waar-bij we al het talent benutten dat ons land rijk is.","606"
"Zodat we banen creëren, de motor van onze economie weer laten draaien en we de lasten eerlijk delen.","701"
"Wij kiezen voor een sterker en socialer Nederland.","503"
"Want alleen zo stomen we ons land klaar voor de toekomst.","305"
"Sterk de crisis uit","410"
"Bedrijfsinvesteringen bevorderen","402"
"Onderwijs als motor van economische groei","506"
"MKB als bron van ondernemerschap, innovatie en banen","401"
"Groene groei","416"
"Innovatiebeleid","411"
"Een gezonde financiële sector","403"
"Nederland is een economische factor om rekening mee te houden.","601"
"Dat blijkt al uit een vluchtige blik op de internationale ranglijstjes.","601"
"Zestiende economie van de wereld.","601"
"Zevende op de lijst van buitenlandse inves-teerders.","601"
"Zesde ontvanger van buitenlandse investeringen.","601"
"Vijfde exporteur van goederen.","601"
"Derde land-bouwexporteur ter wereld.","601"
"Het op één na hoogste inkomen per inwoner van alle eurolanden.","601"
"Onze concurrentiepositie is sterk.","601"
"De betalingsbalans, het saldo van export en import, vertoont een groot overschot.","601"
"Die indrukwekkende cijfers vertalen zich in een reeks aansprekende nationale kampioenen.","601"
"Vier van onze universiteiten staan in de wereldwijde top honderd.","601"
"De Landbouw Universiteit Wageningen behoort tot de wereldtop op haar terrein.","601"
"KLM is de meest duurzame luchtvaartmaatschappij ter wereld.","601"
"Het Leiden Bioscience Park is één van de meest toonaangevende centra voor levenswetenschappen van Europa.","601"
"De haven van Rotterdam slaat jaarlijks 435 miljoen ton over en is daarmee dé haven van Europa, waarbij deze mainport nummer één van de wereld is qua duurzaamheid.","601"
"Brainport Eindhoven is de meest innovatieve regio.","601"
"Philips is internationaal het beste voorbeeld van innovatie.","601"
"Waterbedrijf Vitens is het meest innovatieve drinkwaterbedrijf ter wereld.","601"
"Er is dus veel om trots op te zijn.","601"
"Een sterke economie staat aan het begin van de uitweg uit de crisis.","410"
"Groei creëert banen.","410"
"Banen zorgen voor inkomen en vertrouwen.","701"
"Inkomen en vertrouwen in de toekomst zetten consumenten aan tot beste-den en bedrijven tot investeren.","410"
"Groei zorgt voor gezonde overheidsfinanciën.","410"
"Uitgaven, bijvoorbeeld aan sociale zekerheid, lopen terug terwijl belastinginkomsten toenemen.","410"
"Zo ontstaat een stevig fundament voor goed onderwijs en toegankelijke zorg en een fatsoenlijke sociale zekerheid.","504"
"Er is volgens de PvdA maar één scenario.","410"
"Nederland heeft economische vooruitgang nodig.","410"
"Dat bereiken we niet door overhaast achter zeepbellen aan te jagen die vervolgens in ons gezicht uiteenspatten.","305"
"We moeten ons niet richten op windhandel, maar op versterking van de reële economie.","402"
"'Made in Holland' moet op veel meer producten en innovaties komen te staan.","411"
"Daarom moeten we ernaar streven de beste te zijn en te blijven.","411"
"Het gedoogakkoord van CDA, VVD en PVV werd gepresenteerd als één groot banenplan.","305"
"Dat is een loze belofte gebleken.","305"
"Nederland zou het beter gaan doen dan de ons omringende landen.","305"
"Het tegenoverge-stelde is het geval.","305"
"Nederland zit in een recessie en onze buurlanden groeien.","305"
"Dat is niet de schuld van het buitenland of van de wereldhandel, maar het gevolg van falend kabinetsbeleid.","305"
"Nederland zit in een recessie.","305"
"Het huidige financieel-economische beleid draagt daaraan bij.","409"
"De fixatie op korte termijn tekorten leiden tot draconische bezuinigingen.","409"
"De Kunduzcoalitie zet dit schadelijke beleid van Rutte voort.","305"
"Bezuinigingen zijn onvermijdelijk voor het economisch herstel,","414"
"maar cruciaal hierbij zijn het tempo waarin en de wijze waarop.","305"
"Door de wijze waarop nu wordt ingegrepen, houden consumenten hun hand nog strakker op de knip en loopt de woningmarkt nog verder vast.","409"
"Het consumentenvertrouwen is nergens harder gedaald dan in Nederland.","409"
"Nederland zit inmiddels ver onder het EU-gemiddelde.","409"
"Dat leidt tot een neerwaartse spiraal van lagere bestedingen en minder bedrijfsinvesteringen.","409"
"In het eerste kwartaal van 2012 zijn de bedrijfsin-vesteringen nog eens 4% afgenomen.","409"
"Straks zit meer dan een half miljoen mensen zonder werk.","701"
"Met name jongeren en zelfstandigen-zonder-personeel worden hard getroffen.","701"
"12% van onze jongeren zit zonder baan.","706"
"De huizenmarkt zit op slot.","408"
"Huizenprijzen dalen al 5 jaar terwijl de omvang van de hypotheekschulden niet afneemt.","408"
"Starters hebben het moeilijk","408"
"en de beperking van de kredietverlening door banken heeft de zaak verergerd.","305"
"Rechtse partijen hebben jarenlang een hervorming van de woningmarkt tegengehouden.","305"
"De aflossingsvrije hypotheken kosten de schatkist jaarlijks vele miljarden.","305"
"De nieuwbouw van woningen is op een historisch laag niveau beland met grote economische schade voor de bouwsector.","408"
"De vastgelopen woningmarkt belemmert ook de arbeidsmarkt.","701"
"Verhuizen voor een nieuwe baan betekent vaak een onver-koopbaar huis of dubbele lasten.","701"
"De kredietwaardigheid van Nederland is sterk.","408"
"Om dat zo te houden moeten we onze financiële sector gezond maken,","403"
"ons voorbereiden op de vergrijzing","408"
"en de economische structuur versterken.","410"
"Dat betekent, naast het stabiliseren van de eurozone en structurele hervormingen van de woningmarkt, de arbeidsmarkt en van ons financiële stelsel,","403"
"een ambitieuze groeiagenda voor onze economie.","410"
"Ons vermogen om nieuwe economische groei te creëren hangt sterk samen met de wijze waarop we de staatskas op orde willen brengen.","409"
"Wanneer we, op het moment dat het consumentenvertrouwen op een absoluut dieptepunt staat, om bezuinigingsredenen de koopkracht een zware slag toebrengen, persen we de laatste lucht uit de economie.","409"
"Wanneer we echter nieuwe groei en werkgelegenheid realiseren, dalen direct de overheidsuitgaven en stijgen de inkomsten, waardoor de begroting versneld naar een evenwicht gaat.","409"
"Kortom, Nederland heeft een groeiagenda nodig.","410"
"Het is tijd voor een nieuwe, energieke aanpak van de crisis.","305"
"Nederland heeft sterke en zwakke kanten.","305"
"Die staan centraal in een nieuwe strategie voor groei.","305"
"Anders dan het mislukte 'snoeien om te groeien' richt deze strategie zich op de lange termijn.","305"
"De PvdA wil de economie langs drie lijnen versterken.","408"
"Ten eer-ste moet het bedienen van de binnenlandse vraag met eigen, goede producten meer de boventoon gaan voeren.","408"
"Onze welvaart mag niet alleen van export afhankelijk zijn.","408"
"Ten tweede moeten we voor onze export verder kijken dan de Europese buren.","408"
"Nieuwe, dynamische economische machten duiken op in het verre Oosten, Latijns-Amerika en Afrika.","408"
"Daar moeten we ons tijdig op richten.","408"
"Ten derde moeten we ons meer gaan toeleggen op het maken van goede, innovatieve producten en niet louter een diensteneconomie wil-len zijn.","411"
"De potentie van onze (kennisintensieve) maakindustrie, die zich onderscheidt door een hoge toe-gevoegde waarde, moet beter worden benut.","411"
"Bij de start van de VVD-CDA-PVV coalitie werd gesteld dat het gedoog&regeerakkoord een ‘banenplan’ was.","305"
"Nederland zou het beter gaan doen dan de ons omliggende landen.","305"
"Het tegenovergestelde is gebeurd.","305"
"Nederland zit in een recessie en onze buurlanden groeien.","305"
"Dat is niet de schuld van het buiten-land of van de wereldhandel, de redenen zijn hoofdzakelijk binnenlands.","305"
"Het is ons niet overkomen maar het is gevolg van verkeerd beleid.","305"
"Dit gaan we doen: We kiezen voor een begrotingsbeleid dat zicht biedt op structureel begrotingsevenwicht in 2017.","414"
"Noodzakelijke bezuinigingen dienen zodanig te worden gekozen dat de economische groei zo wei-nig mogelijk wordt geschaad.","409"
"Een eerlijke verdeling van de rekening tussen burgers naar draagkracht.","503"
"Structurele aanpassingen van woningmarkt, arbeidsmarkt en de zorg; die niet alleen een bijdrage leveren aan ook op langere termijn houdbare overheidsfinanciën, maar ook het fundament van de Nederlandse economie versterken.","408"
"De komende jaren is het cruciaal dat bedrijven weer gaan investeren.","402"
"Dat kan de overheid stimuleren langs fiscale weg, door garantstellingen en door publiek-private samenwerking.","402"
"Dit gaan we doen: Herinvoering van de succesvolle regeling van fiscaal vrije afschrijving voor bedrijfsinvesteringen (tijdelijk voor 2013 en 2014).","402"
"Het MKB loopt aan tegen hogere vermogenskosten.","402"
"Dat belemmert investeringen.","402"
"Daarom moet het Innovatiefonds MKB worden verdrievoudigd van 125 naar 375 miljoen per aar ten behoeve van innovatiekredieten en het stimuleren van het verschaffen van langjarige eigen vermogen aan het MKB.","402"
"Hiertoe wordt een nieuwe Nationale Investeringsbank opgericht.","402"
"De staatsborgstellingsregeling zal worden verruimd om de kredietverlening door banken aan het MKB te verbeteren.","402"
"De bouw, de motor van de economie, moet worden aangejaagd met tijdelijke fiscale aftrekregelin-gen op het vlak van renovaties","402"
"en voorzieningen op het terrein van energiebesparing.","416"
"Bovendien gaat de BTW in de bouw van 19% naar 6%.","402"
"De wet op de Vennootschapsbelasting wordt zodanig aangepast dat investeren met eigen vermo-gen wordt bevorderd.","402"
"De aftrekbaarheid van de kosten van vreemd vermogen wordt beperkt en gelijk belast met het eigen vermogen.","402"
"Hierdoor gaan bedrijven die veel investeren minder belas-ting betalen en bedrijven die weinig investeren meer.","402"
"En bedrijven met gezonde financiering wor-den beloond terwijl bedrijven die volgepompt worden met schuld daarvoor fiscaal niet meer wor-den beloond.","403"
"Met publiek private samenwerking, in het bijzonder met onze eigen pensioenfondsen, kunnen extra investeringen bijvoorbeeld op het terrein van infrastructuur naar voren worden gehaald.","411"
"Aldus kan tot 2020 per jaar 500 miljoen aan extra investeringsruimte worden gecreëerd.","411"
"Belangrijk is hierbij wel het rendement van deze investeringen voor onze samenleving in het oog te houden","416"
"Publiek private samenwerking maakt een efficiencywinst van 10% in de realisatie en exploitatie van deze projecten haalbaar.","303"
"Een goed opgeleide bevolking is essentieel voor hernieuwde economische groei.","506"
"Investeren in onderwijs is investeren in de toekomst.","506"
"Het gaat er daarbij niet om zoveel mogelijk mensen in het hoger onderwijs te krijgen maar om goed opgeleide mensen op alle niveaus.","506"
"Zeker in de techniek waar een gebrek aan goedopgeleide mensen verdere groei van technologische sector en regio's bedreigt.","506"
"Het aantal techniek studenten moet daarom de komende jaren verdubbelen.","506"
"Om dit te bewerkstelligen doen we in aanvulling op het Masterplan techniek, de volgende voorstellen.","506"
"Dit gaan we doen: De uitval op de Technische Universiteiten is veel te hoog.","506"
"In het eerste jaar valt al 25 procent van de studenten af.","506"
"Dat is geen wetmatigheid.","506"
"Daar is wat aan te doen.","506"
"Goed gestructureerd onder-wijs en intensievere begeleiding moet de uitval versneld drastisch verminderen.","506"
"De Partij van de Arbeid stimuleert meer begeleiding op scholen bij vakken waar studenten op technische opleidingen problemen bij ondervinden, om zo de leerling beter voor te bereiden op het technisch onderwijs en zodoende de drempel om daarvoor te kiezen te verlagen.","506"
"Daarnaast gaan we vooropleidingen of summerschools gratis voor studenten ter beschikking stellen, in samenspraak met de universiteiten.","506"
"Hierdoor kunnen aspirant studenten zich volledig voorberei-den op het technisch onderwijs.","506"
"Meer bedrijven moeten jongeren op mbo-niveau 2 aannemen, waarna zij verder worden opgeleid tot en met niveau 4.","506"
"Jongeren moeten kunnen wisselen tussen BBL en BOL.","506"
"Ook in het bedrijfsle-ven geïntegreerde MBO-opleidingen moeten jongeren voldoende basis bieden voor kans op een baan elders.","506"
"In het MBO moeten nieuwe dynamische technieken aangeboden kunnen worden zodat de kloof tussen school en arbeidsmarkt kleiner wordt.","506"
"Een sprekend voorbeeld is de opleiding vliegtuigon-derhoudtechniek.","506"
"Bedrijfsleven en overheid dragen hiervoor een gezamenlijke verantwoordelijk-heid en moeten gezamenlijk hiervoor zeer gericht middelen beschikbaar stellen.","411"
"Innovatiecontracten tussen het bedrijfsleven, onderzoek- en onderwijsinstellingen en de overheid moeten leiden tot een concrete investeringsagenda.","411"
"Zo kunnen fundamenteel, toegepast en prak-tijkonderzoek elkaar versterken.","506"
"De bezuiniging op het nationale onderzoeksbudget (voorheen uit de aardgasbaten) betekent dat we vanaf 2015 in totaal 2500 minder promotieplaatsen aan Nederlandse universiteiten en instituten zullen hebben.","506"
"Dit zal zo spoedig mogelijk moeten worden ingelopen om weer op het niveau van Duitsland en Zwitserland te komen qua overheidsinvesteringen in wetenschappelijk onderzoek.","506"
"Dit is ook van groot belang voor Nederlandse onderzoekers om goed te kunnen blijven deelnemen in EU onderzoeksprogramma's en zo toegang te krijgen tot nieuwe kennis.","506"
"De PvdA wil de komende jaren meer ruimte voor initiatieven als de werkschool, vakscholen en de beschrijfscholen waarin de praktijkopleiding tot vakmanschap centraal staat.","506"
"Om het ICT-gebruik in het onderwijs te vergroten én om het leren op de werkplek te stimuleren worden leermiddelen, in het bijzonder e-books en e-learning omgevingen, net als schoolboeken belast met een BTW tarief van 6%.","411"
"Voor leerlingen op het MBO worden de te gebruiken materialen door de school verstrekt.’","506"
"Het MKB is de banenmotor van Nederland.","401"
"De PvdA is trots op echte ondernemers die diensten verkopen.","401"
"Die producten maken en exporteren.","401"
"Die ontzettend veel werkgelegenheid bieden.","401"
"Het grootste deel van de Nederlandse bevolking, 4,5 miljoen mensen, werkt in het MKB.","401"
"In winkels, in de agrarische of toeristi-sche sector, in de IT, in de media of als boekhouder of administrateur.","401"
"60 procent van de totale export komt voor rekening van het MKB.","401"
"In het MKB treffen we de echte onder-nemers, die nieuwe oplossingen vinden, die nieuwe markten aanboren en die zelf risico’s durven lopen.","401"
"Deze ondernemers worden gekoesterd door de PvdA.","401"
"Overbodige regels willen we schrappen, complexe procedures vereenvoudigen.","401"
"Dit gaan we doen: Om echt ondernemerschap te stimuleren moet vreemd en eigen vermogen gelijk worden belast.","402"
"We stimuleren studenten en universiteiten om de opgedane kennis in de praktijk te brengen in nieuwe ondernemingen, die potentieel veel werkgelegenheid zullen gaan genereren.","402"
"Er starten elk jaar 40.000 nieuwe ondernemingen.","402"
"Hen willen we stimuleren om van hun ideeën een succes te maken en door te groeien.","402"
"Dat creëert werkgelegenheid.","701"
"De zelfstandigenaftrek en ondernemersfaciliteiten gaan op in een winstbox die meer wordt gericht op starters en groei.","402"
"Door de bankencrisis komen bedrijven vaak moeilijk aan kredieten.","402"
"We grijpen in als blijkt dat ban-ken hun maatschappelijke verantwoordelijkheid niet nemen.","402"
"We zijn voor particuliere initiatieven ter ondersteuning van kredietverlening aan en ter bevorde-ring van vermogensvorming binnen het MKB onder meer in de vorm van durfkapitaal en microfi-nanciering voor starters.","402"
"Het MKB moet toegang krijgen tot overheidsaanbestedingen.","401"
"Dat stimuleert innovatie en compe-titie met grotere bedrijven.","401"
"De overheid waakt voor een onnodige stapeling van ervaringsvereis-ten en het stellen van te hoge vermogenseisen om innovatie te stimuleren.","401"
"De Winkelsluitingstijdenwet wordt veel ruimer.","604"
"Het is aan gemeenten zelf om te bepalen dat win-kels op zondag open mogen zijn.","301"
"De PvdA wil dat ondernemers hun procedurele zaken zoveel mogelijk kunnen regelen bij een digi-taal loket om procedures en wettelijke kosten te verminderen.","401"
"Inspecteurs moeten samenwerken en gelijktijdig controleren.","303"
"De inspectie wordt verbeterd, geïn-tensiveerd en beter gecoördineerd.","303"
"Bij gebleken goed gedrag wordt uitgegaan van vertrouwen in plaats van wantrouwen.","401"
"Waar nodig moet gewoon worden opgetreden.","605"
"De toelating van Kenniswerkers en internationale studenten moet enerzijds beter aansluiten op specifieke behoeften in bedrijfsleven en wetenschap aan hoogopgeleide medewerkers","401"
"en ander-zijds worden ontdaan van bureaucratische rompslomp.","303"
"Vertrouwen moet voorop staan.","401"
"Bij mis-bruik wordt hard opgetreden.","605"
"We willen dat de belastingdienst de komende jaren intensiever verticaal toezicht en controles kan uitoefenen, zodat zo min mogelijk belastinginkomsten worden gemist.","605"
"Duurzaam ondernemen is geen wens meer maar absolute noodzaak in een economie waar grondstoffen steeds schaarser en daarmee ook duurder worden.","416"
"Maatschappelijk verantwoord ondernemen is al lang geen bijzaak meer, het is de kern van ondernemen.","416"
"Anders blijf je simpelweg niet bestaan.","416"
"Daarbij bepleit ze dat de overheid het goede voorbeeld geeft door bij elke aankoop of aanbesteding zoveel mogelijk te kiezen voor een duurzame aanbieder, voor het bewuste product of de betrokken dienst.","416"
"Een duurzame economie is niet alleen nodig vanwege het klimaatprobleem en de uitputting van onze aarde, maar biedt ook grote economische kansen.","416"
"Kansen op nieuwe groei, waar de oude stilvalt;","410"
"op nieu-we banen, waar de oude verdwijnen.","701"
"Op nieuwe innovatie, waar Nederland in kan uitblinken.","411"
"Nederland heeft de beste ingenieursbureaus, offshore bedrijven, waterbouwers en havens.","601"
"Wij kunnen en willen wereldspeler zijn op het gebied van offshore energiewinning.","416"
"En met Wageningen ook op het gebied van biogrondstoffen.","416"
"Dit gaan we doen: De PvdA ondersteunt maatschappelijk ondernemen,","416"
"investeert in duurzame energie,","416"
"ondersteunt initiatieven en groene groei.","416"
"Ook fiscale maatregelen ondersteunen onze groene agenda: rode diesel wordt afgeschaft,","416"
"de afschaffing van de milieubelastingen draaien we terug,","416"
"de regeling groen beleggen blijft","416"
"en de SDE-regeling bouwen we af en vervangen deze door een verplicht aandeel duurzame energie.","416"
"Er komt een leveranciersverplichting voor groene energie.","416"
"Leveranciers worden verplicht om een jaarlijks stijgend aandeel hernieuwbare elektriciteit te leveren.","416"
"Kolencentrales moeten verplicht duurzame biomassa bijstoken.","416"
"We kiezen voor innovaties gericht op een duurzame economie.","416"
"Hiermee stimuleren we de ontwik-keling van groene energie via biomassa, windenergie, zonnepanelen en het verminderen van het energieverbruik.","416"
"Bij de productie van biobrandstoffen zal rekening gehouden worden met de gevolgen voor de voedselvoorziening, vooral in ontwikkelingslanden.","107"
"Netbeheerder Tennet wordt verantwoordelijk voor de aanleg van een net op zee voor windener-gie.","416"
"Lokale initiatieven voor decentrale energieopwekking worden gestimuleerd.","416"
"De energiebelasting op kleinschalige, decentrale opwekking verdwijnt.","416"
"De PvdA wil zuinig omgaan met natuurlijke hulpbronnen.","416"
"Energiebesparing, uitstootbeperking en recycling van producten worden blijvend bevorderd.","416"
"Hierbij wordt uitgegaan van het principe: 'Afval bestaat niet' zodat volop wordt ingezet op een eindstadium van 100% recycling van afvalst-affen tot nieuwe grondstoffen.","416"
"Daarbij worden middelen om burgers te stimuleren veel aan te leve-ren voor recycling, zoals systemen met retourpremies, uitgebreid naar meerdere materialen.","416"
"Zo wordt het statiegeldsysteem op flessen niet afgeschaft, maar wordt gekeken naar het (gedeelte-lijk) overnemen van het Duitse statiegeldsysteem.","416"
"Onze vervoersknooppunten de Rotterdamse haven, Schiphol en spoorlijnen zijn van onmisbaar belang voor de Nederlandse economie.","411"
"Zo kan het Rotterdamse havencomplex met forse groei een belangrijke herstelmotor voor de economie en werkgelegenheid worden.","411"
"Om duurzaamheids-doorbraken te krijgen bijvoorbeeld ten aanzien van restwarmte en afvalstoffen in het hele haven-gebied, is een gebiedsvergunning nodig.","416"
"Economie en duurzaamheid gaan hand in hand","416"
"mits groei wordt geconditioneerd, om milieuschade te beperken.","501"
"Reststoffen uit de haven worden herge-bruikt in de kassen van het Westland.","416"
"Dit hergebruik wordt ook gestimuleerd bij andere havenge-bieden.","416"
"Bij de inkoop door het rijk wordt het criterium ingevoerd dat bij vergelijkbare prijzen zo veel moge-lijk het meest duurzame alternatief wordt gekocht.","416"
"Huishoudens moeten hun afval gratis bij het lokale afvalscheidingsstation kunnen afgeven om ille-gale stort te voorkomen.","501"
"De prijs hier van kan doorberekend worden in de algemene afvalheffing die bewoners al betalen.","408"
"Niet alleen goederenvervoer maar ook het realiseren van grensoverschrijdende Intercityverbindingen zijn van cruciaal belang voor de verdere economische ontwikkeling van de randstad en de regio's.","411"
"Overheidsfinanciering wordt doorgelicht op subsidies en belastingvoordelen die de groene groei belemmeren en deze worden afgebouwd.","416"
"Ondernemers weten zelf het beste waar hun kansen liggen.","401"
"Innovaties komen van mensen, bedrijven, de wetenschap, niet uit de Ministeries.","401"
"Maar de overheid kan er wel voor zorgen dat ondernemers uitstekend opgeleide werknemers kunnen krijgen,","506"
"dat de publieke voorzieningen op orde zijn","305"
"en de infrastructuur goed functioneert.","411"
"De rol van de overheid in het economisch beleid is dus cruciaal wat betreft de econo-mische structuur.","411"
