"text","cmp_code","eu_code"
"Handhaving artikel 23 van de Grondwet (vrijheid van onderwijs),","607",NA
"maar moratorium van 5 jaar op nieuwe islamitische scholen","608",NA
"Wachtlijsten jeugdzorg wegwerken","504",NA
"Immigratiestop niet-westerse allochtonen (Marokkanen en Turken) voor 5 jaar","608",NA
"Invoering quotum asielzoekers van maximaal 5.000 per jaar, opvang in eigen regio","608",NA
"Nieuw artikel 1 van de Grondwet: christelijk/joods/humanistische cultuur moet in Nederland dominant blijven","601",NA
"Moratorium van 5 jaar op bouw nieuwe moskeeën en islamitische scholen","608",NA
"Sluiten radicale moskeeën, uitzetten radicale imams","608",NA
"Verbod op buitenlandse financiering of buitenlandse bestuurlijke invloed moskeeën","608",NA
"Preekverbod buitenlandse imams, verplichting tot spreken van Nederlandse taal in gebedshuizen","608",NA
"Afschaffen stemrecht gemeenteraden voor niet-Nederlanders","608",NA
"Teksten vanwege de overheid op (voorlichtingsen informatie-)folders uitsluitend in de Nederlandse taal","608",NA
"Afschaffen dubbele nationaliteit","608",NA
"Geen medische zorg voor illegalen behoudens spoedeisende hulp","608",NA
"Naturalisatie pas na 10 jaar rechtmatig verblijf in Nederland gedurende welke periode men volledig moet hebbengewerkt en geen misdrijf mag hebben gepleegd","608",NA
"Eerste tien jaar verblijf vreemdelingen in Nederland: geen recht op uitkering","608",NA
"Geen verblijfsvergunning voor immigranten die tien jaar voor aanvraag verblijfsvergunning waar ook ter wereld zijnveroordeeld voor een misdrijf","608",NA
"Geen export van uitkeringen buiten de EU","608",NA
"Uitvoering motie-Wilders inzake burqaverbod in openbare ruimte","608",NA
"Verbod hoofddoekjes in publieke functies","608",NA
"Bevorderen vrijwillige remigratie","608",NA
"Meer directe democratie: invoering bindende referenda, te beginnen met (1) Turks lidmaatschap EU, (2) wenselijkheid Euro en (3) Antillen wel of niet in Koninkrijk","202",NA
"Invoering districtenstelsel,","202",NA
"gekozen burgemeester","202",NA
"en gekozen minister-president","202",NA
"Afschaffen Eerste Kamer","303",NA
"Terugbrengen aantal leden Tweede Kamer van 150 naar 100","303",NA
"Afschaffen wachtgeldregelingen voor politici, zelfde sociale zekerheidsrechten als andere burgers.","304",NA
"Onmiddellijkeinvoering sollicitatieplicht voor oud-politici","304",NA
"Geen salarisverhoging voor ministers, kamerleden en andere politici/bestuurders","304",NA
"Geen overheidssubsidies voor politieke partijen","304",NA
"Extra geld voor verpleeghuiszorg: minder bureaucratie/overhead en meer handen aan het bed","303",NA
"Nette eenpersoonskamers voor ouderen in verpleeghuizen: ouderen zijn geen gevangenen","706",NA
"Belastingvrij loon voor vrijwillig werkende 65-plussers","706",NA
"Grenzen zo lang mogelijk dichthouden voor Oost-Europese werknemers","608",NA
"Werken voor een uitkering","505",NA
"Geen fiscalisering AOW, vergroting draagvlak AOW door meer werkenden onder de 65 jaar","504",NA
"Meer investeren in wegen en automobiliteit: meer wegen, prioriteit bij knelpunten","411",NA
"Geen tolheffing, geen rekeningrijden, afschaffen trajectcontroles","201",NA
"Verhoging maximumsnelheid, extra verhoging in avonduren en 's nachts","201",NA
"Tweede nationale luchthaven in Flevopolder of in zee","411",NA
"Van Groene Hart naar Kloppend Hart: wonen, werken en recreëren","401",NA
"Bouw nieuwe kerncentrales","411",NA
"Geen nieuwe landen bij Europese Unie","110",NA
"Turkije in de EU dan Nederland eruit","110",NA
"Afschaffen Schengen-visa, Nederland gaat weer geheel over eigen toelatingsbeleid vreemdelingen","110",NA
"Geen nieuwe Europese Grondwet of overdracht nationale bevoegdheden aan Brussel","110",NA
"Samenwerking EU vooral economisch, terugbrengen politieke zeggenschap naar nationale parlementen","110",NA
"Afschaffen Europees Parlement,","110",NA
"sterke beperking Europese Commissie","110",NA
"en stoppen met jaarlijkse Nederlandse miljardenafdrachten aan Brussel","110",NA
"Minder Nederlandse militaire bijdragen aan internationale (vredes)operaties, alleen nog deelname aan NAVO-operaties","109",NA
"Meer prioriteit voor mensenrechten in buitenlands beleid","201",NA
"Verhoging efficiency krijgsmacht","105",NA
"Verbetering zorg en nazorg thuisfront uitgezonden en teruggekeerde militairen","706",NA
"Steun voor strijd tegen internationaal terrorisme zoals Al-Qaida, Hezbollah en Hamas","104",NA
"Rechten van het dier in de Grondwet","501",NA
"Minimumgevangenisstraf voor dierenmishandelaars","605",NA
"Na veroordeling dierenmishandeling: levenslang verbod op houden van dieren","501",NA
"Meer prioriteit bij politie en justitie voor opsporing en vervolging dierenmishandeling (animal cops)","605",NA
"Introductie nationaal alarmnummer voor dieren: 113","501",NA
"Strenger naleven verbod op ritueel ‘thuisslachten’","605",NA
