"text","cmp_code"
"En over het kiezen van de juiste weg daarin, die er altijd op neerkomt juist dan om te zien naar mensen om ons heen en om elkaar recht te doen.","503"
"Die weg gaan, zal niet zelden betekenen: het heel anders doen, dan het nu gaat.","305"
"Dat is misschien niet altijd makkelijk, maar zeker niet vreemd.","305"
"De God van de Bijbel is bepaald niet van de status quo en van het alles houden zoals het is.","603"
"Het evangelie houdt ons mensen een soms pijnlijk eerlijke spiegel voor en vertelt dat we misschien nog wel minder deugen dan we zelf denken.","603"
"En dat het roer dus – inderdaad - om moet.","305"
"Tegelijk is het evangelie ook een bevrijdende boodschap die hoop geeft voor de toekomst.","603"
"God heeft mededogen met deze wereld, houdt van ons en heeft een zwak voor het zwakke.","603"
"Hij nodigt ons uit om in navolging van Jezus Christus die compassie handen en voeten te geven.","603"
"En dat is zegenrijk werk gebleken, dat de wereld veranderd heeft.","603"
"Die inzet leidde in de geschiedenis – naast al te menselijke misslagen en zwarte bladzijdes – onder meer tot strijd tegen slavenhandel, gedwongen prostitutie, drugsverslaving, onvrijheid, armoede, sociaal onrecht, slechte huisvesting, noden dichtbij en ver weg.","503"
"In de maatschappij en in de politiek.","503"
"De ChristenUnie wil voortbouwen op die weg.","503"
"Op eenzelfde manier pal staan voor een vrije samenleving,","201"
"een duurzame economie,","416"
"voor een dienstbare en rechtvaardige overheid,","305"
"voor de bescherming van het kwetsbare leven,","603"
"voor zorg voor elkaar","503"
"en voor Gods schepping.","501"
"Daarom zijn we er op elk niveau bij als er politieke knopen moeten worden doorgehakt.","305"
"Zo proberen we in de praktijk te doen waar we heilig in geloven, ons hart een stem te geven.","305"
"En lopen we ook in deze tijd niet weg als de crisis bestreden moet worden.","305"
"Wij vinden daarom dat we ook in het licht van de diepe crisis waarin Nederland en Europa nu verkeren, radicaal moeten durven zijn.","305"
"Het laatste wat we moeten doen, is blijven doen wat we altijd al deden en wat ons dus de huidige schuldencrisis opleverde.","414"
"Dat was meer geld uitgeven dan we binnenkregen en schulden aflossen door nieuwe schulden aan te gaan.","414"
"Te vaak prevaleerde de korte termijn winst en de vroege pensioenleeftijd.","305"
"Voor een beetje meer welvaart vervuilden we lucht, water en grond en is de relatie tussen economie en ecologie losgelaten.","416"
"Er zijn te weinig maatregelen getroffen om de zorg niet alleen nu, maar ook in de toekomst toegankelijk en betaalbaar te houden.","505"
"Te lang heeft een aantal grote politieke partijen de huizenmarkt volledig vast laten lopen.","305"
"En de Europese Unie heeft dit continent veel gebracht, maar de weeffouten in en verkeerde keuzes van die Unie komen nu onbarmhartig aan het licht.","110"
"Alles laten zoals het is, is geen optie.","305"
"Als we alles bij het oude houden, verandert er niets aan het patroon dat ons in de crisis bracht.","305"
"De belofte dat alles weer wordt zoals het was, is niet alleen loos, maar is ook vragen om een nieuwe crisis.","305"
"Wat we nodig hebben, is verandering.","305"
"Die verandering,dat is de rode draad in dit programma.","305"
"We mogen deze crisis niet laten voorbijgaan zonder te werken aan een omslag in onze samenleving.","201"
"De verandering waar de ChristenUnie vorm aan wil geven is allereerst om mensen geen verantwoordelijkheid te ontnemen, maar gelegenheid te geven in vrijheid verantwoordelijkheid te dragen.","201"
"Dat willen we ook doortrekken naar Europa.","110"
"De oplossing voor de Europese crisis is niet de vlucht naar voren naar meer Europa, maar minder en een beter Europa.","110"
"Wij willen kansen voor de jongeren en daarom investeren in jeugd, gezin en onderwijs.","706"
"We willen de zorg van en voor elkaar in stand houden.","606"
"Betrokken en betaalbaar.","606"
"We willen knokken voor banen, in het besef dat het de bedrijven en werkgevers zijn die werkgelegenheid bieden.","701"
"We willen een groene en sterke economie,","416"
"waarin ondernemerschap en werken lonend is.","401"
"We willen de woningmarkt lostrekken, zodat betaalbare huizen binnen bereik van woningzoekenden komen.","504"
"Wij willen ons inzetten voor een samenleving waarin schulden worden afgelost","414"
"en we er niet in berusten dat mensen werkloos langs de kant blijven staan.","701"
"Waarin mensen geen nummers voor een bureaucratie zijn, maar we weer mensen voor elkaar kunnen zijn.","606"
"Waarin het niet langer ieder voor zich is, maar we omzien naar de ander.","606"
"Waarin we beseffen dat de overheid niet alles aan kan, dat haar taak beperkt is en dat het des te meer aankomt op zorg voor elkaar.","606"
"Waarin we onze vrijheid zo waarderen dat die ruimte biedt voor verschillende overtuigingen, kerken en religieuze instituties, scholen, omroepen, zorginstellingen.","607"
"Het is een omslag van ‘ik’ naar ‘wij’.","606"
"Deze aanpak van de ChristenUnie krijgt gestalte in zeven fundamentele veranderingen:1.Samenleving: vrij en verantwoordelijk.","201"
"2. Jongeren: kundig en kansrijk","706"
"3. Zorg: betrokken en betaalbaar","504"
"4. Arbeidsmarkt: evenwichtig en toegankelijk","701"
"5. Woningmarkt: gezond en rechtvaardig","504"
"6. Economie: groen en sterk","416"
"7. Europa: minder en beter","110"
"De ChristenUnie wil er zijn voor alle mensen.","606"
"Dat motiveert ons om ons in te zetten, in het volle besef dat christenen in de politiek deel uitmaken van een beweging van christenen die ook op tal van andere plekken in de samenleving werk van hun geloof willen maken.","603"
"Die hun geloof niet bewaren voor de kerk of thuis, maar van daaruit de handen uit de mouwen willen steken.","603"
"Die bereid zijn verantwoordelijkheid te nemen voor het bestuur van ons land.","305"
"Zodat veranderingen mogelijk zijn.","305"
"Doe met ons mee.","305"
"Voor de verandering, ChristenUnie!","305"
"De ChristenUnie kiest voor:","201"
"1. Vrijheid van godsdienst en levensovertuiging.","201"
"En dat ook elkaar gunnen.","607"
"Want we kunnen alleen dan goed met botsende overtuigingen omgaan als we elkaar de ruimte gunnen die we zelf ook graag willen hebben.","607"
"2. Vertrouwen in de samenleving; vertrouwen in mensen.","606"
"Omdat de samenleving in de eerste plaats wordt gevormd door mensen die zelf zorg willen dragen voor elkaar, en voor anderen.","606"
"3. Waarden in de economie.","403"
"Want alleen een economie waarin gerechtigheid heerst kan bloeien.","403"
"4. Rechtvaardige inkomensverhoudingen als steunpilaar voor de balans in de samenleving.","503"
"Omdat een sociale tweedeling de samenleving ontwricht.","503"
"5. Herstel van het evenwicht tussen schaalvergroting en de waarde van de kleine schaal.","301"
"Omdat de grote schaal vaak doelmatiger lijkt.","301"
"Maar het betrekken van mensen door de kleine schaal uiteindelijk beter werkt.","301"
"6. Borging van publieke belangen en publieke verantwoordelijkheden.","403"
"Omdat het privatiseren van een bedrijf met een publieke taak niet betekent dat die publieke taak er niet meer is.","403"
"7. Betrouwbare banken en integere financiële instellingen.","403"
"Omdat behoedzaamheid voorop staat bij het beheer van onze pensioenen, onze spaartegoeden en onze hypotheken.","403"
"8. Minder schulden en meer sparen.","414"
"Omdat hoge schulden een bloeiende samenleving verstikken.","414"
"9. Veiligheid en handhaving van het recht.","605"
"Want alleen in een veilige samenleving kunnen mensen zich in vrijheid ontplooien.","605"
"10. Rentmeesterschap.","501"
"Want wij willen leven van de vruchten van de aarde en afstand nemen van roofbouw.","501"
"De uitdagingen waarvoor ons land staat zijn groot.","305"
"Hoe keren we de economische neergang - niet omdat groei een doel op zich is,","410"
"maar opdat bedrijven tot bloei komen,","402"
"mensen werk houden en werk vinden,","701"
"de schepping niet verder wordt uitgebuit.","501"
"Hoe kunnen we kansarmen nieuwe kansen bieden,","503"
"hoe kunnen we zorg blijven bieden aan wie zorg behoeven.","504"
"Hoe houden we de samenleving leefbaar en garanderen we, bij alle verschillen, ieder daarin een veilige en gerespecteerde plaats.","606"
"Wij zijn er van overtuigd dat er antwoorden zijn die ons verder brengen.","305"
"Maar dan zullen we wel een spa dieper moeten steken dan een bezuiniging hier en een hervormingsmaatregel daar.","305"
"Want het gaat om meer dan geld en goed.","305"
"Grote vragen hebben stevige antwoorden nodig.","305"
"Oplossingen zijn pas solide wanneer we, bij wijze van spreken, van ik naar wij denken.","606"
"Wij hebben het in dit programma dus over balans in de samenleving.","606"
"Over het dragen van verantwoordelijkheden door onszelf en ook voor anderen.","606"
"Over opvoeding en onderwijs.","506"
"Over veiligheid en diversiteit.","605"
"Over vrijheid, die je niet in de eerste plaats opeist voor jezelf maar gunt aan de ander.","201"
"Wij willen die oude Bijbelwoorden van de profeet Micha voor ogen houden: recht doen, trouw betrachten, de weg gaan die God van ons vraagt.","603"
"Dat bepaalt wat we van onszelf vragen maar ook met welk politiek programma we de overheid tegemoet treden.","603"
"We verschillen allemaal van elkaar.","607"
"Soms vinden we dat helemaal prima; soms ook helemaal niet.","607"
"Maar dat wil niet zeggen dat alleen die verschillen acceptabel zijn waarmee gemakkelijk te leven valt.","607"
"Juist in de omgang met wezenlijke, diepgaande verschillen laat een samenleving zien wat ze waard is.","607"
"Wij claimen vaak rechten en vrijheden.","201"
"Een menselijk gezegde luidt: ‘Wat gij niet wilt dat u geschiedt, doe dat ook een ander niet.","201"
"’ Maar het betere origineel was een uitspraak van Jezus: ‘Behandel een ander, zoals je zelf behandeld wilt worden.","201"
"’ Eis rechten, vrijheden en respect niet in de eerste plaats op voor jezelf maar gun ze de ander.","607"
"Naastenliefde houdt in: royale ruimte en oprechte aandacht voor de ander.","607"
"In het vertrouwen dat God zelf de weg naar de Waarheid leidt.","603"
"Daarom, ook al zijn wij als christenen er diep van overtuigd dat de weg die God in zijn Woord wijst een betere weg is dan die van de islam, of de weg van socialisme of liberalisme, staat de ChristenUnie pal voor de vrijheid van godsdienst en levensovertuiging.","201"
"Dit fundament van alle andere grondrechtelijke vrijheden staat in het verlengde van de vrijheid die God aan mensen geeft.","603"
"Naar de overheid toe biedt het mensen bescherming tegen te grote inmenging door overheden.","201"
"Het borgt de gelijke behandeling.","201"
"Het is de grond onder de onderwijsvrijheid.","607"
"Maar dit recht kan pas werkelijk functioneren waar burgers elkaar de ruimte geven.","201"
"De vrijheid van godsdienst en levensovertuiging mag niet worden misbruikt.","201"
"Dat is een destructief gebruik van die vrijheid.","201"
"Je mag je eigen vrijheid niet misbruiken door die van andere mensen te beperken.","201"
"Het is geen alibi om in te gaan tegen de rechtsorde of een legitimatie voor bijvoorbeeld eerwraak of vrouwenbesnijdenis.","608"
"Wij gaan bij de inrichting van de samenleving niet uit van regels en bureaucratie maar van burgers en hun verbanden.","606"
"Zij bepalen de kracht van de samenleving.","606"
"Wij willen bouwen op het inzicht van de verpleegkundige, de leerkracht, de agent.","701"
"Zij staan voor hun taak en zij kunnen die verantwoordelijkheid aan.","701"
"Daarom willen wij ook een drastische vermindering van de regeldruk in het onderwijs, de zorg en de veiligheid.","701"
"En daarnaast kunnen we niet zonder de vrijwillige inzet van burgers en bedrijven voor medeburgers, voor goede doelen, voor het algemeen belang.","606"
"De economie is er voor de mens, niet andersom.","416"
"Bedrijven en hun werknemers hebben ruimte nodig om winst te maken en een inkomen te verdienen en krijgen die ook wat de ChristenUnie betreft.","401"
"Zij weten ook dat er meer is dan inkomen en winst.","416"
"Goed werkgeverschap en goed werknemerschap is ingebed in ‘maatschappelijk verantwoord ondernemen’.","416"
"Om die reden spreekt het vanzelf dat banken, verzekeringsmaatschappijen, energiebedrijven, enzovoorts een stuk algemeen maatschappelijk belang behartigen.","403"
"In de zorgverlening draait het om zorg; in het onderwijs om onderwijs, in het openbaar vervoer om het voorzien in mobiliteit.","403"
"Die kernactiviteiten zijn en blijven wat de ChristenUnie betreft daarom leidend in deze sectoren.","403"
"Maatschappelijk ondernemen vergt betrokkenheid en inspraak van cliënten.","416"
"Van ieder wordt een bijdrage aan de samenleving gevraagd naar draagkracht.","503"
"Fiscale maatregelen en eigen bijdragen houden rekening met dit draagkrachtprincipe.","503"
"Maatregelen die burgers ervan weerhouden verantwoordelijkheid te nemen voor elkaar, deugen niet.","606"
"Geen samenlevingsboetes dus.","606"
"Het uitkeren van topbonussen aan topinkomens wordt ontmoedigd voor zowel de verstrekker als de ontvanger.","403"
"Scholen, huisartsenposten, opvanginstellingen en sportvelden hebben een plek nodig in de directe leefomgeving van wie er op aangewezen zijn.","301"
"De ChristenUnie wil ook bij de inrichting van het openbaar bestuur, de zorg, de woningcorporaties, het onderwijs en de politiezorg uitgaan van de menselijke maat zodat burgers op lokaal niveau betrokken kunnen zijn: in wijken, buurten en dorpen.","301"
"Maatschappelijke organisaties zijn er voor de mensen, maar dan ook van de mensen.","301"
"Desnoods moeten er grenzen gesteld worden aan de omvang van bijvoorbeeld woningcorporaties en zorginstellingen.","403"
"Bij het verzelfstandigen en privatiseren van collectieve voorzieningen zijn publieke belangen niet altijd voldoende geborgd.","403"
"Daardoor werden uitwassen mogelijk, zoals redeloze topbeloningen, of het uit het oog verliezen van de mensen om wie die voorzieningen ooit waren ingesteld.","403"
"Bij collectieve voorzieningen staat het algemeen belang echter altijd voorop.","403"
"Ook waar de keuze gemaakt is om de feitelijke uitvoering in handen van particuliere bedrijven te leggen, kan en mag de overheid niet weglopen van haar zorgplicht ten aanzien van onderwijs, zorg, openbaar vervoer, energievoorziening en communicatie.","403"
"Een solide bankwezen, betrouwbare verzekeraars en krachtige pensioenfondsen: dat vergt spaarvormen, verzekeringen en andere financiële producten die transparant zijn en eenvoudig.","403"
"En een scheiding van nuts- en spaarbanken, zodat mensen kunnen kiezen voor zekerheid en hun spaartegoeden geen onnodige risico’s lopen.","403"
"Maar ook kostentransparantie en rentebegrenzingen bij leningen.","403"
"En een zuivere relatie tussen (top)beloningen, werknemersbelangen en klantenbelangen.","403"
"Pensioenfondsen beheren het vermogen van ons allemaal.","403"
"Als zij een deel van hun vermogen maatschappelijk verantwoord in eigen land beleggen, profiteren we niet alleen van financieel rendement, maar ook van het maatschappelijk rendement.","403"
"Hervormingsmaatregelen rond het eigen huis brengen de schuldenlast omlaag.","403"
"Maar schulden worden niet alleen in verband met het kopen van een eigen huis gemaakt.","403"
"Studenten worden door de beperkingen van de basisbeurs te gemakkelijk met hoge schulden geconfronteerd.","403"
"Schulden zijn zo gemaakt, of het nu komt door gemakkelijke kredietverlening of door dure telefoonabonnementen.","403"
"Mensen in problematische schuldensituaties komen niet gemakkelijk van de schulden af, terwijl zij maar al te gemakkelijk aan hun schulden zijn gekomen.","403"
"Daar is een betere bescherming nodig.","403"
"Om jonge mensen al tot spaarzin te brengen willen we het zilvervlootsparen herintroduceren.","403"
"En het zorgsparen wordt ingevoerd.","403"
"Net als bij de inmiddels afgeschafte spaarloonregeling kunnen mensen weer fiscaal aantrekkelijk gaan sparen; deze keer voor voorzienbare zorguitgaven.","403"
"In een veilige samenleving kunnen mensen hun vrijheden en verantwoordelijkheden ten volle ontplooien.","201"
"Dan heerst het recht, in plaats van het recht van de sterkste.","605"
"Of het economisch nu beter of minder gaat, het handhaven van het recht en het beschermen van de rechtsorde blijft daarom van vitaal belang.","605"
"Dan gaat het om bestrijding van criminaliteit, fraude en economische delicten.","605"
"Om voldoende inzet van politie en justitie en het beschermen van de samenleving tegen terrorisme.","605"
"Maar ook om goede toegang tot de rechter voor iedere burger.","503"
"Ons huidige welvaartsniveau spreekt niet vanzelf en kan niet koste wat kost verdedigd worden.","416"
"De druk die het legt op de schepping, op ruimte en milieu, valt niet te rechtvaardigen tegenover de rest van de wereld en tegenover volgende generaties.","416"
"We moeten onze verantwoordelijkheid hervinden en hernemen rond energiegebruik, mobiliteit, afval, kortom rond het beslag dat we op de milieugebruiksruimte leggen.","501"
"Dat vergt individuele keuzes die de overheid kan stimuleren.","416"
"Door vergroening van het belastingstelsel.","416"
"Door de kringloopeconomie te bevorderen.","416"
"En door ons niet langer blind te staren op de groei van het bruto binnenlands product.","416"
"De ChristenUnie kiest voor: Een betrokken samenleving en dus voor ruimte voor gezinnen, verenigingen en bedrijven die aan de slag gaan voor een betrokken samenleving.","606"
"Samen werken aan veilige en leefbare buurten.","605"
"Een slagvaardige politieorganisatie.","303"
"Heldere normen, duidelijke straffen","605"
"en een tweede kans.","705"
"Bescherming van vreemdelingen en hun kinderen.","201"
"Godsdienstvrijheid en ruimte voor religie.","607"
"Een divers cultureel aanbod, waarin ook plek is voor het bijzondere.","502"
"Een vrij en veilig internet,","201"
"met behoud van internetfiltering.","603"
"Een onafhankelijke, pluriforme en in de samenleving verwortelde publieke omroep.","607"
"Talloze mensen zijn actief in vrijwilligersorganisaties, sportverenigingen, kerken, zorgen door ondernemerschap voor werkgelegenheid of helpen mee in de school van hun kinderen of het verzorgingshuis van hun ouders.","606"
"De ChristenUnie is een bondgenoot van die mensen, maakt zich sterk voor veiligheid en wil ruimte voor de samenleving.","606"
"Dus óók ruim baan voor bijzonder onderwijs, voor zorginstellingen met een eigen identiteit en voor organisaties die geloven in het welzijnswerk zoals Leger des Heils en Youth for Christ.","607"
"De ChristenUnie voelt zich aangesproken door de Bijbelse opdracht: zet je in voor de bloei van de stad waarin je woont, want de bloei van de stad is ook jullie bloei (Jeremia 29:7).","603"
"Veiligheid en leefbaarheid zijn voorwaarden voor een bloeiende samenleving.","605"
"Maar die leefbaarheid is niet vanzelfsprekend en staat in een groot aantal wijken onder druk.","605"
"In de grote steden door de snel veranderde samenstelling van wijken, waardoor mensen zich ontheemd voelen in hun eigen buurt, of door de aanwezigheid van jeugdbendes en vormen van zogenaamde ‘kleine’ criminaliteit, die echter grote overlast veroorzaken.","605"
"In andere gebieden heeft de leefbaarheid te lijden vanwege krimp van het inwoneraantal en de leegloop van wijken, waardoor voorzieningen als winkels en de zorg onder druk staan.","502"
"Extra inzet is ook nodig voor steden die zijn gebouwd of fors gegroeid in de jaren ’70 en ’80.","605"
"Een preventieve aanpak in deze plaatsen is nu nodig om grote problemen in de toekomst te voorkomen.","605"
"De overheid is een bondgenoot van de wijkbewoners in deze diverse gebieden.","605"
"Bij het ‘terugwinnen van de straat’ en het werken aan veiligheid en leefbaarheid heeft iedereen een rol.","606"
"Juist burgers, winkeliers, scholen, politie en woningcorporaties dragen bij aan goede buurten.","606"
"Dat zijn buurten waarin jongeren veilig naar school gaan en ruimte hebben om te spelen, waarin ouders met een gerust hart wonen, werken en winkelen en waarin ouderen echt van hun oude dag kunnen genieten.","605"
"Een specifiek woningtoewijzingbeleid voor wijken, buurten of woningblokken waar de leefbaarheid onder druk staat.","605"
"Een strengere aanpak van overlastgevende buren.","605"
"De dader moet makkelijker uit huis gezet kunnen worden, zodat niet het slachtoffer zich gedwongen voelt een veilig heenkomen te zoeken.","605"
"Daartoe wordt de huurbescherming aangepast.","605"
"Het actief betrekken van buurtbewoners bij het werken aan leefbaarheid.","606"
"In samenwerking met de gemeente en politie, wordt gewerkt aan de inrichting van de eigen buurt en opgetreden tegen overlast, verkeersovertredingen, straatvuil, openbaar drank-en drugsgebruik.","606"
"Een zorgplicht voor corporaties voor de wijken waar zij een woningvoorraad hebben.","403"
"Het opnieuw introduceren van bewonersvouchers voor kleinschalige projecten in de wijken, om het ‘samen leven’ in wijken te bevorderen.","606"
"Een innovatieprogramma stedelijk wonen, dat nieuwe woonvormen stimuleert in hoge dichtheden, mét veel buitenruimte, een veilige en fietsvriendelijke woonomgeving en veel groen.","504"
"Investeren in ruimte voor groen, in speelplekken, sportvoorzieningen en groene schoolpleinen.","504"
"Burgernet wordt uitgebreid en gepromoot.","605"
"Het door de ChristenUnie gelanceerde Burgernet heeft zich bewezen als middel om bewoners en ondernemers actief te betrekken bij het politiewerk en de veiligheid in de eigen buurt.","305"
"Extra agenten en toezichthouders.","605"
"Een zichtbare politie, meer blauw op straat.","605"
"Lik-op-stuk-beleid bij jeugdcriminaliteit, zoals het innemen van scooters en brommers na het plegen van een misdrijf.","605"
"Een gerichte benadering van ouders van overlastgevende jeugd onder de 12, onder andere door een snelle maar lichte gezagsmaatregel.","605"
"Het terugdringen van overlast door probleemjongeren.","605"
"Met name Antilliaanse en Marokkaanse Nederlandse jongeren zijn oververtegenwoordigd in de geregistreerde criminaliteitstatistieken.","605"
"Specifiek beleid voor deze doelgroepen wordt heringevoerd.","605"
"Daarbij worden de Antilliaanse en Marokkaanse gemeenschap expliciet betrokken.","606"
"Samenwerking tussen de (lokale) overheid, woningcorporaties, energiemaatschappijen, politie en justitie.","303"
"Door krachten te bundelen kunnen misdrijven makkelijker aan het licht komen.","303"
"Dit mag echter nooit leiden tot een onnodige inperking van de privacy van burgers.","201"
"Nu de weg naar de nationale politie eenmaal is ingezet, wordt deze doorgevoerd.","302"
"Het is van belang dat de politie voor deze nieuwe uitdaging wordt toegerust.","605"
"Daarbij hoort een robuuste inzet op straat, waar burgers de nabijheid van de politie ervaren.","605"
"Het is belangrijk om voor informatie de sociale media, zoals Twitter en netwerksites in de gaten te houden.","605"
"Financiële criminaliteit en discriminatiemisdrijven vinden steeds meer virtueel plaats.","605"
"Georganiseerde misdaad tiert welig en wordt nog met te weinig resultaat bestreden.","605"
"Mobiele bendes die transnationaal opereren zijn een nieuwe uitdaging waar de politie soms nog geen raad mee weet.","605"
"Het opsporingspercentage in Nederland is te laag, het OM werkt aantoonbaar niet efficiënt genoeg met de politie en lokaal gezag samen.","605"
"Teveel zaken blijven op de plank liggen.","605"
"Voor een hoger oplossingspercentage zal de politie zich meer moeten richten op de kerntaken: opsporing en openbare orde.","605"
"Om tot meer operationele inzet te komen, wordt de administratieve lastendruk verminderd en de verhouding operationeel/indirect verbeterd.","303"
"Een wijkagent voor elke wijk.","605"
"Kortere aanrijtijden op het platteland.","605"
"Meer inzet van vrijwillige politie.","606"
"Minder bureaucratie, meer ruimte voor agenten om hun echte werk te doen.","303"
"De basispolitietaken, dicht bij de burger, vormen de basis voor een betrouwbare en coherente politieorganisatie.","605"
"Regionale administraties en ICT-systemen worden gestroomlijnd.","303"
"Grenzenloze criminaliteit, zoals internetcriminaliteit, vrouwenhandel en financiële criminaliteit, worden in gespecialiseerde landelijke eenheden ondergebracht.","605"
"De kosten van politie-inzet bij sport- en andere grootschalige manifestaties zullen in rekening worden gebracht bij de organisatoren.","403"
"Politietaken die niet met opsporing of openbare orde van doen hebben (verkeershandhaving, handhaving natuur en milieu) worden overgebracht naar bestuurlijke toezichtorganisaties.","303"
"Hierbij zijn eenvoudige procedures voorwaarde.","303"
"Politie en andere toezichtorganisaties als douane, arbeidsinspectie en andere bijzondere opsporingsdiensten werken geïntegreerd samen.","303"
"Waar mogelijk worden bevoegdheden geharmoniseerd.","303"
"Inzet met mogelijk effect op de openbare orde wordt vooraf afgestemd met het lokale gezag.","301"
"Ook West-Europa heeft de afgelopen jaren te lijden gehad onder terrorisme.","605"
"Daarbij kwam de aanval vanuit diverse richtingen.","605"
"Zoals de aanslag op Van Gogh en de aanslagen in Londen en Madrid door fundamentalistische moslims.","605"
"Daarnaast rechts-extremistische aanslagen in Noorwegen en Duitsland.","605"
"De moord op Fortuyn werd gepleegd door een links-extremistische activist.","605"
"Verschrikkelijke aanslagen die hard moeten worden bestreden.","605"
"Ook acties van gewelddadige dierenactivisten en krakers dienen met harde hand te worden aangepakt.","605"
"Veel terroristen opereren vanuit informele internationale netwerken.","605"
"Sommigen, soms in Nederland geboren en opgegroeid, opereren individueel zonder lidmaatschap van een bekende organisatie.","605"
"Dus dient terrorisme vanuit de breedte te worden onderzocht en bestreden.","605"
"Daarom zet Nederland zich nationaal en internationaal stevig in voor de bestrijding van dit kwaad.","605"
"Het gevaar van jongeren die zich elders bij de ‘jihad’ willen voegen is toegenomen, soms met deelname aan terroristische trainingskampen.","605"
"Dit is strafbaar en moet worden bestreden, ook in het buitenland.","605"
"Het is onontkoombaar gebleken dat politie en justitie in de afgelopen tien jaar meer middelen en bevoegdheden hebben gekregen om de samenleving tegen aanslagen te kunnen beschermen.","605"
"Gelukkig zijn er mede daardoor sinds 2004 meerdere aanslagen verijdeld.","605"
"Op dit moment zijn de opsporingsmiddelen op orde.","605"
"Wellicht moeten bestaande instrumenten aangepast worden aan de nieuwe dreiging.","605"
"Hoewel een goede samenwerking tussen burgers en overheid in bepaalde omstandigheden nodig kan zijn ter voorkoming van aanslagen, heeft het geen nut om burgers nodeloos lastig te vallen met antiterrorismemaatregelen.","201"
"De stap om maatregelen te treffen en bevoegdheden te verruimen wordt slechts genomen indien deze aantoonbaar van belang zijn om de informatiepositie van de overheid voor dat doel te verbeteren.","201"
"Ongericht taps zetten, en het langdurig bewaren van computer- en communicatiegegevens, passen hierin niet.","201"
"De rechtsstatelijke beginselen zijn en blijven leidend bij de strijd tegen terrorisme en radicalisering.","201"
"Deze beginselen worden niet opgerekt.","201"
"Aandacht voor terroristische dreiging staart zich niet blind op enkele ideologische stromingen, maar blijft breed georiënteerd.","605"
"De opbouw van meer kennis en analyse van terrorisme, radicalisme en extremisme wordt ter hand genomen, via de bestaande inrichtingen, instituten en bureaus.","605"
"Ontneming van het Nederlanderschap, beroepsverboden en de ontneming van democratische rechten en plichten zijn toegevoegde straffen bij een veroordeling wegens terroristische misdrijven.","605"
"Voor deze maatregelen kan een horizonbepaling worden bijgevoegd, zodat een veroordeelde na het uitzitten van zijn straf weer in de samenleving geïntegreerd kan worden.","705"
"Inperken van de algemene identificatieplicht en het langdurig bewaren van persoonsgegevens en computer- en communicatiegegevens.","201"
"Deze maatregelen dragen niet bij aan verbeterde opsporingskansen en kunnen dus worden ingeperkt.","201"
"Stevig handhaven van de op initiatief van de ChristenUnie ingevoerde anti-kraakwet.","605"
"De overheid stelt duidelijke grenzen, hierbij past geen gedoogbeleid.","605"
"Als de overheid gaat reguleren of gedogen, verdwijnt de ambitie om deze zaken echt aan te pakken.","605"
"Een stevige aanpak van criminaliteit en overlast is belangrijk.","605"
"Maar een beleid dat alleen gebaseerd is op repressie of een reflex van verontwaardiging is niet goed.","705"
"De aanpak die de ChristenUnie voorstaat, is een combinatie van enerzijds handhaving en grenzen stellen","605"
"en anderzijds de problemen aanpakken die de voedingsbodem zijn voor criminaliteit en onveiligheid.","705"
"Aanpak van financieel-economische criminaliteit volgens het principe: heterdaadaanpak, snelle strafoplegging en verbeurdverklaring van genoten winsten.","605"
